our_faction,barb_faction,budget,spacing,scenario,mix,margin,sd,sem,wins_of
Armada,Armada,10000,160,base12-hold,t1+zeus+fido,0.453,0.027,0.006,24/24
Armada,Armada,10000,160,base12-hold,t1+zeus(25),0.299,0.038,0.008,24/24
Armada,Armada,10000,160,base12-hold,t1+zeus(75),0.386,0.026,0.005,24/24
Armada,Armada,10000,56,base12-out,t1-line,-0.168,0.052,0.011,0/24
Armada,Armada,10000,56,base12-out,t1-mace,-0.333,0.018,0.004,0/24
Armada,Armada,10000,56,base12-out,zeus,-0.449,0.009,0.002,0/24
Armada,Armada,10000,56,base12-out,mav,-0.455,0.012,0.002,0/24
Armada,Armada,10000,56,base12-out,fido,-0.073,0.088,0.018,4/24
Armada,Armada,10000,56,base12-out,sptk,-0.613,0.119,0.024,0/24
Armada,Armada,10000,56,base12-out,snipe,-0.88,0.0,0.0,0/24
Armada,Armada,10000,56,base12-out,fboy,0.544,0.054,0.011,24/24
Armada,Armada,10000,56,base12-out,fast,-0.624,0.025,0.005,0/24
Armada,Armada,10000,56,base12-out,amph,-0.608,0.013,0.003,0/24
Armada,Armada,10000,56,base12-out,t1+zeus,-0.069,0.019,0.004,0/24
Armada,Armada,10000,56,base12-out,t1+mav,-0.352,0.029,0.006,0/24
Armada,Armada,10000,56,base12-out,t1+fido,-0.024,0.075,0.015,6/24
Armada,Armada,10000,56,base12-out,t1+sptk,-0.279,0.115,0.023,0/24
Armada,Armada,10000,56,base12-out,t1+snipe,-0.441,0.018,0.004,0/24
Armada,Armada,10000,56,base12-out,t1+fboy,0.381,0.03,0.006,24/24
Armada,Armada,10000,56,base12-out,zeus+fido,0.345,0.06,0.012,24/24
Armada,Armada,10000,56,base12-out,zeus+sptk,-0.173,0.044,0.009,0/24
Armada,Armada,10000,56,base12-out,zeus+snipe,-0.612,0.011,0.002,0/24
Armada,Armada,10000,56,base12-out,mace+zeus,-0.207,0.051,0.01,0/24
Armada,Armada,10000,56,base12-out,t1+zeus+fido,-0.009,0.133,0.027,7/24
Armada,Armada,10000,56,base12-out,t1+zeus(25),-0.22,0.053,0.011,0/24
Armada,Armada,10000,56,base12-out,t1+zeus(75),-0.213,0.043,0.009,0/24
Armada,Armada,10000,160,base12-out,t1-line,-0.141,0.015,0.003,0/24
Armada,Armada,10000,160,base12-out,t1-mace,-0.272,0.027,0.006,0/24
Armada,Armada,10000,160,base12-out,zeus,-0.305,0.018,0.004,0/24
Armada,Armada,10000,160,base12-out,mav,-0.168,0.02,0.004,0/24
Armada,Armada,10000,160,base12-out,fido,-0.137,0.044,0.009,0/24
Armada,Armada,10000,160,base12-out,sptk,-0.291,0.103,0.021,0/24
Armada,Armada,10000,160,base12-out,snipe,-0.89,0.0,0.0,0/24
Armada,Armada,10000,160,base12-out,fboy,0.385,0.03,0.006,24/24
Armada,Armada,10000,160,base12-out,fast,-0.446,0.037,0.008,0/24
Armada,Armada,10000,160,base12-out,amph,-0.215,0.035,0.007,0/24
Armada,Armada,10000,160,base12-out,t1+zeus,0.098,0.054,0.011,23/24
Armada,Armada,10000,160,base12-out,t1+mav,-0.201,0.046,0.009,0/24
Armada,Armada,10000,160,base12-out,t1+fido,0.081,0.118,0.024,19/24
Armada,Armada,10000,160,base12-out,t1+sptk,0.263,0.034,0.007,24/24
Armada,Armada,10000,160,base12-out,t1+snipe,-0.122,0.171,0.035,6/24
Armada,Armada,10000,160,base12-out,t1+fboy,0.417,0.025,0.005,24/24
Armada,Armada,10000,160,base12-out,zeus+fido,0.186,0.075,0.015,24/24
Armada,Armada,10000,160,base12-out,zeus+sptk,0.074,0.049,0.01,22/24
Armada,Armada,10000,160,base12-out,zeus+snipe,-0.422,0.016,0.003,0/24
Armada,Armada,10000,160,base12-out,mace+zeus,0.17,0.023,0.005,24/24
Armada,Armada,10000,160,base12-out,t1+zeus+fido,0.223,0.042,0.009,24/24
Armada,Armada,10000,160,base12-out,t1+zeus(25),-0.107,0.037,0.008,1/24
Armada,Armada,10000,160,base12-out,t1+zeus(75),-0.115,0.008,0.002,0/24
Armada,Cortex,3000,56,field20,t1-line,0.04,0.089,0.018,12/24
Armada,Cortex,3000,56,field20,t1-mace,-0.351,0.075,0.015,0/24
Armada,Cortex,3000,56,field20,zeus,0.083,0.018,0.004,24/24
Armada,Cortex,3000,56,field20,mav,-0.439,0.02,0.004,0/24
Armada,Cortex,3000,56,field20,fido,-0.135,0.073,0.015,0/24
Armada,Cortex,3000,56,field20,sptk,-0.39,0.157,0.032,0/24
Armada,Cortex,3000,56,field20,snipe,-0.96,0.0,0.0,0/24
Armada,Cortex,3000,56,field20,fboy,0.595,0.035,0.007,24/24
Armada,Cortex,3000,56,field20,fast,-0.615,0.035,0.007,0/24
Armada,Cortex,3000,56,field20,amph,-0.565,0.023,0.005,0/24
Armada,Cortex,3000,56,field20,t1+zeus,0.313,0.052,0.011,24/24
Armada,Cortex,3000,56,field20,t1+mav,-0.276,0.136,0.028,0/24
Armada,Cortex,3000,56,field20,t1+fido,0.545,0.133,0.027,24/24
Armada,Cortex,3000,56,field20,t1+sptk,0.386,0.138,0.028,24/24
Armada,Cortex,3000,56,field20,t1+snipe,-0.504,0.023,0.005,0/24
Armada,Cortex,3000,56,field20,t1+fboy,0.485,0.072,0.015,24/24
Armada,Cortex,3000,56,field20,zeus+fido,0.455,0.05,0.01,24/24
Armada,Cortex,3000,56,field20,zeus+sptk,0.423,0.101,0.021,24/24
Armada,Cortex,3000,56,field20,zeus+snipe,-0.353,0.016,0.003,0/24
Armada,Cortex,3000,56,field20,mace+zeus,0.395,0.031,0.006,24/24
Armada,Cortex,3000,56,field20,t1+zeus+fido,0.378,0.056,0.012,24/24
Armada,Cortex,3000,56,field20,t1+zeus(25),0.316,0.065,0.013,24/24
Armada,Cortex,3000,56,field20,t1+zeus(75),0.16,0.064,0.013,22/24
Armada,Cortex,3000,160,field20,t1-line,-0.005,0.05,0.01,11/24
Armada,Cortex,3000,160,field20,t1-mace,-0.213,0.047,0.009,0/24
Armada,Cortex,3000,160,field20,zeus,0.472,0.02,0.004,24/24
Armada,Cortex,3000,160,field20,mav,-0.494,0.026,0.005,0/24
Armada,Cortex,3000,160,field20,fido,-0.453,0.03,0.006,0/24
Armada,Cortex,3000,160,field20,sptk,-0.06,0.108,0.022,7/24
Armada,Cortex,3000,160,field20,snipe,-0.93,0.0,0.0,0/24
Armada,Cortex,3000,160,field20,fboy,0.602,0.078,0.016,24/24
Armada,Cortex,3000,160,field20,fast,-0.453,0.028,0.006,0/24
Armada,Cortex,3000,160,field20,amph,-0.169,0.052,0.011,0/24
Armada,Cortex,3000,160,field20,t1+zeus,0.474,0.012,0.002,24/24
Armada,Cortex,3000,160,field20,t1+mav,-0.24,0.034,0.007,0/24
Armada,Cortex,3000,160,field20,t1+fido,0.351,0.092,0.019,24/24
Armada,Cortex,3000,160,field20,t1+sptk,0.588,0.035,0.007,24/24
Armada,Cortex,3000,160,field20,t1+snipe,-0.298,0.105,0.021,0/24
Armada,Cortex,3000,160,field20,t1+fboy,0.495,0.061,0.013,24/24
Armada,Cortex,3000,160,field20,zeus+fido,0.281,0.183,0.037,22/24
Armada,Cortex,3000,160,field20,zeus+sptk,0.423,0.074,0.015,24/24
Armada,Cortex,3000,160,field20,zeus+snipe,0.473,0.011,0.002,24/24
Armada,Cortex,3000,160,field20,mace+zeus,0.497,0.04,0.008,24/24
Armada,Cortex,3000,160,field20,t1+zeus+fido,0.422,0.031,0.006,24/24
Armada,Cortex,3000,160,field20,t1+zeus(25),0.214,0.035,0.007,24/24
Armada,Cortex,3000,160,field20,t1+zeus(75),0.556,0.019,0.004,24/24
Armada,Cortex,3000,56,field25,t1-line,0.061,0.122,0.025,13/24
Armada,Cortex,3000,56,field25,t1-mace,-0.465,0.027,0.006,0/24
Armada,Cortex,3000,56,field25,zeus,-0.275,0.025,0.005,0/24
Armada,Cortex,3000,56,field25,mav,-0.55,0.012,0.002,0/24
Armada,Cortex,3000,56,field25,fido,-0.279,0.08,0.016,0/24
Armada,Cortex,3000,56,field25,sptk,0.035,0.088,0.018,19/24
Armada,Cortex,3000,56,field25,snipe,-0.93,0.0,0.0,0/24
Armada,Cortex,3000,56,field25,fboy,0.635,0.194,0.04,24/24
Armada,Cortex,3000,56,field25,fast,-0.653,0.037,0.008,0/24
Armada,Cortex,3000,56,field25,amph,-0.626,0.027,0.005,0/24
Armada,Cortex,3000,56,field25,t1+zeus,-0.102,0.028,0.006,0/24
Armada,Cortex,3000,56,field25,t1+mav,-0.395,0.084,0.017,0/24
Armada,Cortex,3000,56,field25,t1+fido,0.507,0.111,0.023,24/24
Armada,Cortex,3000,56,field25,t1+sptk,0.429,0.172,0.035,24/24
Armada,Cortex,3000,56,field25,t1+snipe,-0.512,0.038,0.008,0/24
Armada,Cortex,3000,56,field25,t1+fboy,0.512,0.089,0.018,24/24
Armada,Cortex,3000,56,field25,zeus+fido,0.345,0.147,0.03,22/24
Armada,Cortex,3000,56,field25,zeus+sptk,0.424,0.084,0.017,24/24
Armada,Cortex,3000,56,field25,zeus+snipe,-0.587,0.022,0.004,0/24
Armada,Cortex,3000,56,field25,mace+zeus,-0.002,0.015,0.003,8/24
Armada,Cortex,3000,56,field25,t1+zeus+fido,0.16,0.201,0.041,19/24
Armada,Cortex,3000,56,field25,t1+zeus(25),-0.129,0.119,0.024,3/24
Armada,Cortex,3000,56,field25,t1+zeus(75),-0.158,0.054,0.011,0/24
Armada,Cortex,3000,160,field25,t1-line,0.071,0.067,0.014,20/24
Armada,Cortex,3000,160,field25,t1-mace,-0.226,0.035,0.007,0/24
Armada,Cortex,3000,160,field25,zeus,0.507,0.014,0.003,24/24
Armada,Cortex,3000,160,field25,mav,-0.499,0.022,0.004,0/24
Armada,Cortex,3000,160,field25,fido,-0.394,0.074,0.015,0/24
Armada,Cortex,3000,160,field25,sptk,-0.219,0.112,0.023,2/24
Armada,Cortex,3000,160,field25,snipe,-0.93,0.0,0.0,0/24
Armada,Cortex,3000,160,field25,fboy,0.569,0.025,0.005,24/24
Armada,Cortex,3000,160,field25,fast,-0.411,0.048,0.01,0/24
Armada,Cortex,3000,160,field25,amph,0.013,0.07,0.014,17/24
Armada,Cortex,3000,160,field25,t1+zeus,0.494,0.033,0.007,24/24
Armada,Cortex,3000,160,field25,t1+mav,-0.247,0.074,0.015,0/24
Armada,Cortex,3000,160,field25,t1+fido,0.255,0.159,0.032,22/24
Armada,Cortex,3000,160,field25,t1+sptk,0.432,0.121,0.025,24/24
Armada,Cortex,3000,160,field25,t1+snipe,-0.472,0.027,0.006,0/24
Armada,Cortex,3000,160,field25,t1+fboy,0.355,0.09,0.018,24/24
Armada,Cortex,3000,160,field25,zeus+fido,0.56,0.015,0.003,24/24
Armada,Cortex,3000,160,field25,zeus+sptk,0.524,0.037,0.008,24/24
Armada,Cortex,3000,160,field25,zeus+snipe,0.512,0.021,0.004,24/24
Armada,Cortex,3000,160,field25,mace+zeus,0.597,0.013,0.003,24/24
Armada,Cortex,3000,160,field25,t1+zeus+fido,0.437,0.025,0.005,24/24
Armada,Cortex,3000,160,field25,t1+zeus(25),0.329,0.031,0.006,24/24
Armada,Cortex,3000,160,field25,t1+zeus(75),0.504,0.019,0.004,24/24
Armada,Cortex,3000,56,t1only,t1-line,0.04,0.089,0.018,12/24
Armada,Cortex,3000,56,t1only,t1-mace,-0.351,0.075,0.015,0/24
Armada,Cortex,3000,56,t1only,zeus,0.083,0.018,0.004,24/24
Armada,Cortex,3000,56,t1only,mav,-0.439,0.02,0.004,0/24
Armada,Cortex,3000,56,t1only,fido,-0.135,0.073,0.015,0/24
Armada,Cortex,3000,56,t1only,sptk,-0.39,0.157,0.032,0/24
Armada,Cortex,3000,56,t1only,snipe,-0.96,0.0,0.0,0/24
Armada,Cortex,3000,56,t1only,fboy,0.595,0.035,0.007,24/24
Armada,Cortex,3000,56,t1only,fast,-0.615,0.035,0.007,0/24
Armada,Cortex,3000,56,t1only,amph,-0.565,0.023,0.005,0/24
Armada,Cortex,3000,56,t1only,t1+zeus,0.313,0.052,0.011,24/24
Armada,Cortex,3000,56,t1only,t1+mav,-0.276,0.136,0.028,0/24
Armada,Cortex,3000,56,t1only,t1+fido,0.545,0.133,0.027,24/24
Armada,Cortex,3000,56,t1only,t1+sptk,0.386,0.138,0.028,24/24
Armada,Cortex,3000,56,t1only,t1+snipe,-0.504,0.023,0.005,0/24
Armada,Cortex,3000,56,t1only,t1+fboy,0.485,0.072,0.015,24/24
Armada,Cortex,3000,56,t1only,zeus+fido,0.455,0.05,0.01,24/24
Armada,Cortex,3000,56,t1only,zeus+sptk,0.423,0.101,0.021,24/24
Armada,Cortex,3000,56,t1only,zeus+snipe,-0.353,0.016,0.003,0/24
Armada,Cortex,3000,56,t1only,mace+zeus,0.395,0.031,0.006,24/24
Armada,Cortex,3000,56,t1only,t1+zeus+fido,0.378,0.056,0.012,24/24
Armada,Cortex,3000,56,t1only,t1+zeus(25),0.316,0.065,0.013,24/24
Armada,Cortex,3000,56,t1only,t1+zeus(75),0.16,0.064,0.013,22/24
Armada,Cortex,3000,160,t1only,t1-line,-0.005,0.05,0.01,11/24
Armada,Cortex,3000,160,t1only,t1-mace,-0.213,0.047,0.009,0/24
Armada,Cortex,3000,160,t1only,zeus,0.472,0.02,0.004,24/24
Armada,Cortex,3000,160,t1only,mav,-0.494,0.026,0.005,0/24
Armada,Cortex,3000,160,t1only,fido,-0.453,0.03,0.006,0/24
Armada,Cortex,3000,160,t1only,sptk,-0.06,0.108,0.022,7/24
Armada,Cortex,3000,160,t1only,snipe,-0.93,0.0,0.0,0/24
Armada,Cortex,3000,160,t1only,fboy,0.602,0.078,0.016,24/24
Armada,Cortex,3000,160,t1only,fast,-0.453,0.028,0.006,0/24
Armada,Cortex,3000,160,t1only,amph,-0.169,0.052,0.011,0/24
Armada,Cortex,3000,160,t1only,t1+zeus,0.474,0.012,0.002,24/24
Armada,Cortex,3000,160,t1only,t1+mav,-0.24,0.034,0.007,0/24
Armada,Cortex,3000,160,t1only,t1+fido,0.351,0.092,0.019,24/24
Armada,Cortex,3000,160,t1only,t1+sptk,0.588,0.035,0.007,24/24
Armada,Cortex,3000,160,t1only,t1+snipe,-0.298,0.105,0.021,0/24
Armada,Cortex,3000,160,t1only,t1+fboy,0.495,0.061,0.013,24/24
Armada,Cortex,3000,160,t1only,zeus+fido,0.281,0.183,0.037,22/24
Armada,Cortex,3000,160,t1only,zeus+sptk,0.423,0.074,0.015,24/24
Armada,Cortex,3000,160,t1only,zeus+snipe,0.473,0.011,0.002,24/24
Armada,Cortex,3000,160,t1only,mace+zeus,0.497,0.04,0.008,24/24
Armada,Cortex,3000,160,t1only,t1+zeus+fido,0.422,0.031,0.006,24/24
Armada,Cortex,3000,160,t1only,t1+zeus(25),0.214,0.035,0.007,24/24
Armada,Cortex,3000,160,t1only,t1+zeus(75),0.556,0.019,0.004,24/24
Armada,Cortex,3000,56,base6-hold,t1-line,-0.67,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-hold,t1-mace,-0.67,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-hold,zeus,-0.752,0.004,0.001,0/24
Armada,Cortex,3000,56,base6-hold,mav,-0.76,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-hold,fido,-0.41,0.002,0.0,0/24
Armada,Cortex,3000,56,base6-hold,sptk,0.595,0.011,0.002,24/24
Armada,Cortex,3000,56,base6-hold,snipe,-0.27,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-hold,fboy,1.0,0.0,0.0,24/24
Armada,Cortex,3000,56,base6-hold,fast,-0.864,0.015,0.003,0/24
Armada,Cortex,3000,56,base6-hold,amph,-0.826,0.014,0.003,0/24
Armada,Cortex,3000,56,base6-hold,t1+zeus,-0.694,0.01,0.002,0/24
Armada,Cortex,3000,56,base6-hold,t1+mav,-0.678,0.004,0.001,0/24
Armada,Cortex,3000,56,base6-hold,t1+fido,-0.598,0.02,0.004,0/24
Armada,Cortex,3000,56,base6-hold,t1+sptk,-0.234,0.038,0.008,0/24
Armada,Cortex,3000,56,base6-hold,t1+snipe,-0.27,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-hold,t1+fboy,0.46,0.0,0.0,24/24
Armada,Cortex,3000,56,base6-hold,zeus+fido,-0.612,0.004,0.001,0/24
Armada,Cortex,3000,56,base6-hold,zeus+sptk,-0.11,0.03,0.006,0/24
Armada,Cortex,3000,56,base6-hold,zeus+snipe,-0.14,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-hold,mace+zeus,-0.708,0.005,0.001,0/24
Armada,Cortex,3000,56,base6-hold,t1+zeus+fido,-0.63,0.012,0.002,0/24
Armada,Cortex,3000,56,base6-hold,t1+zeus(25),-0.694,0.012,0.003,0/24
Armada,Cortex,3000,56,base6-hold,t1+zeus(75),-0.725,0.009,0.002,0/24
Armada,Cortex,3000,160,base6-hold,t1-line,-0.401,0.012,0.002,0/24
Armada,Cortex,3000,160,base6-hold,t1-mace,-0.317,0.049,0.01,0/24
Armada,Cortex,3000,160,base6-hold,zeus,-0.233,0.008,0.002,0/24
Armada,Cortex,3000,160,base6-hold,mav,-0.635,0.007,0.001,0/24
Armada,Cortex,3000,160,base6-hold,fido,-0.38,0.009,0.002,0/24
Armada,Cortex,3000,160,base6-hold,sptk,-0.31,0.0,0.0,0/24
Armada,Cortex,3000,160,base6-hold,snipe,-0.37,0.0,0.0,0/24
Armada,Cortex,3000,160,base6-hold,fboy,0.95,0.0,0.0,24/24
Armada,Cortex,3000,160,base6-hold,fast,-0.64,0.009,0.002,0/24
Armada,Cortex,3000,160,base6-hold,amph,-0.614,0.008,0.002,0/24
Armada,Cortex,3000,160,base6-hold,t1+zeus,-0.302,0.016,0.003,0/24
Armada,Cortex,3000,160,base6-hold,t1+mav,-0.527,0.018,0.004,0/24
Armada,Cortex,3000,160,base6-hold,t1+fido,-0.457,0.022,0.005,0/24
Armada,Cortex,3000,160,base6-hold,t1+sptk,-0.393,0.017,0.004,0/24
Armada,Cortex,3000,160,base6-hold,t1+snipe,-0.507,0.109,0.022,0/24
Armada,Cortex,3000,160,base6-hold,t1+fboy,0.417,0.015,0.003,24/24
Armada,Cortex,3000,160,base6-hold,zeus+fido,-0.388,0.017,0.003,0/24
Armada,Cortex,3000,160,base6-hold,zeus+sptk,-0.259,0.016,0.003,0/24
Armada,Cortex,3000,160,base6-hold,zeus+snipe,-0.304,0.01,0.002,0/24
Armada,Cortex,3000,160,base6-hold,mace+zeus,-0.263,0.009,0.002,0/24
Armada,Cortex,3000,160,base6-hold,t1+zeus+fido,-0.371,0.008,0.002,0/24
Armada,Cortex,3000,160,base6-hold,t1+zeus(25),-0.326,0.006,0.001,0/24
Armada,Cortex,3000,160,base6-hold,t1+zeus(75),-0.273,0.007,0.002,0/24
Armada,Cortex,3000,56,base6-out,t1-line,-0.43,0.018,0.004,0/24
Armada,Cortex,3000,56,base6-out,t1-mace,-0.607,0.021,0.004,0/24
Armada,Cortex,3000,56,base6-out,zeus,-0.45,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-out,mav,-0.698,0.009,0.002,0/24
Armada,Cortex,3000,56,base6-out,fido,-0.456,0.005,0.001,0/24
Armada,Cortex,3000,56,base6-out,sptk,-0.467,0.071,0.015,0/24
Armada,Cortex,3000,56,base6-out,snipe,-0.95,0.0,0.0,0/24
Armada,Cortex,3000,56,base6-out,fboy,0.666,0.159,0.032,24/24
Armada,Cortex,3000,56,base6-out,fast,-0.783,0.027,0.005,0/24
Armada,Cortex,3000,56,base6-out,amph,-0.735,0.017,0.004,0/24
Armada,Cortex,3000,56,base6-out,t1+zeus,-0.42,0.023,0.005,0/24
Armada,Cortex,3000,56,base6-out,t1+mav,-0.541,0.076,0.016,0/24
Armada,Cortex,3000,56,base6-out,t1+fido,-0.318,0.029,0.006,0/24
Armada,Cortex,3000,56,base6-out,t1+sptk,-0.271,0.075,0.015,0/24
Armada,Cortex,3000,56,base6-out,t1+snipe,-0.676,0.02,0.004,0/24
Armada,Cortex,3000,56,base6-out,t1+fboy,0.429,0.011,0.002,24/24
Armada,Cortex,3000,56,base6-out,zeus+fido,-0.386,0.018,0.004,0/24
Armada,Cortex,3000,56,base6-out,zeus+sptk,-0.274,0.015,0.003,0/24
Armada,Cortex,3000,56,base6-out,zeus+snipe,-0.7,0.018,0.004,0/24
Armada,Cortex,3000,56,base6-out,mace+zeus,-0.417,0.019,0.004,0/24
Armada,Cortex,3000,56,base6-out,t1+zeus+fido,-0.4,0.039,0.008,0/24
Armada,Cortex,3000,56,base6-out,t1+zeus(25),-0.442,0.016,0.003,0/24
Armada,Cortex,3000,56,base6-out,t1+zeus(75),-0.445,0.007,0.001,0/24
Armada,Cortex,3000,160,base6-out,t1-line,-0.323,0.013,0.003,0/24
Armada,Cortex,3000,160,base6-out,t1-mace,-0.459,0.036,0.007,0/24
Armada,Cortex,3000,160,base6-out,zeus,-0.202,0.011,0.002,0/24
Armada,Cortex,3000,160,base6-out,mav,-0.598,0.04,0.008,0/24
Armada,Cortex,3000,160,base6-out,fido,-0.575,0.058,0.012,0/24
Armada,Cortex,3000,160,base6-out,sptk,-0.448,0.1,0.02,0/24
Armada,Cortex,3000,160,base6-out,snipe,-0.95,0.0,0.0,0/24
Armada,Cortex,3000,160,base6-out,fboy,0.467,0.068,0.014,24/24
Armada,Cortex,3000,160,base6-out,fast,-0.541,0.023,0.005,0/24
Armada,Cortex,3000,160,base6-out,amph,-0.383,0.016,0.003,0/24
Armada,Cortex,3000,160,base6-out,t1+zeus,-0.27,0.003,0.001,0/24
Armada,Cortex,3000,160,base6-out,t1+mav,-0.43,0.04,0.008,0/24
Armada,Cortex,3000,160,base6-out,t1+fido,-0.307,0.033,0.007,0/24
Armada,Cortex,3000,160,base6-out,t1+sptk,-0.251,0.018,0.004,0/24
Armada,Cortex,3000,160,base6-out,t1+snipe,-0.634,0.033,0.007,0/24
Armada,Cortex,3000,160,base6-out,t1+fboy,0.34,0.089,0.018,24/24
Armada,Cortex,3000,160,base6-out,zeus+fido,-0.263,0.005,0.001,0/24
Armada,Cortex,3000,160,base6-out,zeus+sptk,-0.243,0.013,0.003,0/24
Armada,Cortex,3000,160,base6-out,zeus+snipe,-0.27,0.0,0.0,0/24
Armada,Cortex,3000,160,base6-out,mace+zeus,-0.273,0.013,0.003,0/24
Armada,Cortex,3000,160,base6-out,t1+zeus+fido,-0.275,0.008,0.002,0/24
Armada,Cortex,3000,160,base6-out,t1+zeus(25),-0.332,0.016,0.003,0/24
Armada,Cortex,3000,160,base6-out,t1+zeus(75),-0.24,0.008,0.002,0/24
Armada,Cortex,3000,56,base12-hold,t1-line,-0.67,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,t1-mace,-0.691,0.003,0.001,0/24
Armada,Cortex,3000,56,base12-hold,zeus,-0.788,0.005,0.001,0/24
Armada,Cortex,3000,56,base12-hold,mav,-0.781,0.003,0.001,0/24
Armada,Cortex,3000,56,base12-hold,fido,-0.54,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,sptk,0.29,0.0,0.0,24/24
Armada,Cortex,3000,56,base12-hold,snipe,0.71,0.0,0.0,24/24
Armada,Cortex,3000,56,base12-hold,fboy,1.0,0.0,0.0,24/24
Armada,Cortex,3000,56,base12-hold,fast,-0.905,0.009,0.002,0/24
Armada,Cortex,3000,56,base12-hold,amph,-0.853,0.008,0.002,0/24
Armada,Cortex,3000,56,base12-hold,t1+zeus,-0.718,0.014,0.003,0/24
Armada,Cortex,3000,56,base12-hold,t1+mav,-0.71,0.002,0.0,0/24
Armada,Cortex,3000,56,base12-hold,t1+fido,-0.632,0.004,0.001,0/24
Armada,Cortex,3000,56,base12-hold,t1+sptk,-0.13,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,t1+snipe,-0.25,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,t1+fboy,0.46,0.0,0.0,24/24
Armada,Cortex,3000,56,base12-hold,zeus+fido,-0.65,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,zeus+sptk,-0.23,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,zeus+snipe,-0.22,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,mace+zeus,-0.735,0.005,0.001,0/24
Armada,Cortex,3000,56,base12-hold,t1+zeus+fido,-0.66,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-hold,t1+zeus(25),-0.701,0.006,0.001,0/24
Armada,Cortex,3000,56,base12-hold,t1+zeus(75),-0.77,0.002,0.0,0/24
Armada,Cortex,3000,160,base12-hold,t1-line,-0.537,0.032,0.007,0/24
Armada,Cortex,3000,160,base12-hold,t1-mace,-0.5,0.019,0.004,0/24
Armada,Cortex,3000,160,base12-hold,zeus,-0.42,0.029,0.006,0/24
Armada,Cortex,3000,160,base12-hold,mav,-0.671,0.003,0.001,0/24
Armada,Cortex,3000,160,base12-hold,fido,-0.412,0.006,0.001,0/24
Armada,Cortex,3000,160,base12-hold,sptk,-0.35,0.0,0.0,0/24
Armada,Cortex,3000,160,base12-hold,snipe,-0.37,0.0,0.0,0/24
Armada,Cortex,3000,160,base12-hold,fboy,0.88,0.0,0.0,24/24
Armada,Cortex,3000,160,base12-hold,fast,-0.706,0.007,0.001,0/24
Armada,Cortex,3000,160,base12-hold,amph,-0.68,0.002,0.0,0/24
Armada,Cortex,3000,160,base12-hold,t1+zeus,-0.504,0.009,0.002,0/24
Armada,Cortex,3000,160,base12-hold,t1+mav,-0.617,0.009,0.002,0/24
Armada,Cortex,3000,160,base12-hold,t1+fido,-0.604,0.021,0.004,0/24
Armada,Cortex,3000,160,base12-hold,t1+sptk,-0.368,0.004,0.001,0/24
Armada,Cortex,3000,160,base12-hold,t1+snipe,-0.37,0.0,0.0,0/24
Armada,Cortex,3000,160,base12-hold,t1+fboy,0.3,0.002,0.0,24/24
Armada,Cortex,3000,160,base12-hold,zeus+fido,-0.639,0.003,0.001,0/24
Armada,Cortex,3000,160,base12-hold,zeus+sptk,-0.37,0.0,0.0,0/24
Armada,Cortex,3000,160,base12-hold,zeus+snipe,-0.1,0.0,0.0,0/24
Armada,Cortex,3000,160,base12-hold,mace+zeus,-0.537,0.006,0.001,0/24
Armada,Cortex,3000,160,base12-hold,t1+zeus+fido,-0.537,0.023,0.005,0/24
Armada,Cortex,3000,160,base12-hold,t1+zeus(25),-0.557,0.005,0.001,0/24
Armada,Cortex,3000,160,base12-hold,t1+zeus(75),-0.481,0.044,0.009,0/24
Armada,Cortex,3000,56,base12-out,t1-line,-0.423,0.018,0.004,0/24
Armada,Cortex,3000,56,base12-out,t1-mace,-0.609,0.035,0.007,0/24
Armada,Cortex,3000,56,base12-out,zeus,-0.5,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-out,mav,-0.734,0.007,0.001,0/24
Armada,Cortex,3000,56,base12-out,fido,-0.5,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-out,sptk,-0.421,0.094,0.019,0/24
Armada,Cortex,3000,56,base12-out,snipe,-0.96,0.0,0.0,0/24
Armada,Cortex,3000,56,base12-out,fboy,0.636,0.11,0.023,24/24
Armada,Cortex,3000,56,base12-out,fast,-0.792,0.016,0.003,0/24
Armada,Cortex,3000,56,base12-out,amph,-0.768,0.013,0.003,0/24
Armada,Cortex,3000,56,base12-out,t1+zeus,-0.438,0.007,0.001,0/24
Armada,Cortex,3000,56,base12-out,t1+mav,-0.505,0.057,0.012,0/24
Armada,Cortex,3000,56,base12-out,t1+fido,-0.326,0.016,0.003,0/24
Armada,Cortex,3000,56,base12-out,t1+sptk,-0.228,0.046,0.009,0/24
