our_faction,barb_faction,budget,spacing,scenario,mix,margin,sd,sem,wins_of
Cortex,Cortex,3000,160,field25,can+mort,-0.017,0.166,0.034,5/24
Cortex,Cortex,3000,160,field25,can+hrk,0.697,0.012,0.002,24/24
Cortex,Cortex,3000,160,field25,termite+mort,-0.46,0.006,0.001,0/24
Cortex,Cortex,3000,160,field25,thud+can,0.685,0.014,0.003,24/24
Cortex,Cortex,3000,160,field25,t1+can+mort,0.603,0.018,0.004,24/24
Cortex,Cortex,3000,160,field25,t1+can(25),0.337,0.055,0.011,24/24
Cortex,Cortex,3000,160,field25,t1+can(75),0.748,0.01,0.002,24/24
Cortex,Cortex,3000,56,t1only,t1-line,-0.16,0.188,0.038,8/24
Cortex,Cortex,3000,56,t1only,t1-thud,-0.381,0.088,0.018,0/24
Cortex,Cortex,3000,56,t1only,can,0.434,0.019,0.004,24/24
Cortex,Cortex,3000,56,t1only,sumo,-0.39,0.0,0.0,0/24
Cortex,Cortex,3000,56,t1only,pyro,-0.157,0.089,0.018,0/24
Cortex,Cortex,3000,56,t1only,hrk,-0.929,0.003,0.001,0/24
Cortex,Cortex,3000,56,t1only,mort,-0.799,0.005,0.001,0/24
Cortex,Cortex,3000,56,t1only,termite,0.49,0.023,0.005,24/24
Cortex,Cortex,3000,56,t1only,amph,-0.151,0.066,0.013,0/24
Cortex,Cortex,3000,56,t1only,t1+can,0.485,0.047,0.01,24/24
Cortex,Cortex,3000,56,t1only,t1+sumo,0.175,0.071,0.014,24/24
Cortex,Cortex,3000,56,t1only,t1+pyro,0.169,0.117,0.024,22/24
Cortex,Cortex,3000,56,t1only,t1+hrk,-0.472,0.036,0.007,0/24
Cortex,Cortex,3000,56,t1only,t1+mort,-0.507,0.122,0.025,0/24
Cortex,Cortex,3000,56,t1only,t1+termite,0.194,0.053,0.011,24/24
Cortex,Cortex,3000,56,t1only,can+mort,-0.494,0.014,0.003,0/24
Cortex,Cortex,3000,56,t1only,can+hrk,0.58,0.021,0.004,24/24
Cortex,Cortex,3000,56,t1only,termite+mort,-0.255,0.034,0.007,0/24
Cortex,Cortex,3000,56,t1only,thud+can,0.481,0.069,0.014,24/24
Cortex,Cortex,3000,56,t1only,t1+can+mort,0.465,0.029,0.006,24/24
Cortex,Cortex,3000,56,t1only,t1+can(25),0.489,0.045,0.009,24/24
Cortex,Cortex,3000,56,t1only,t1+can(75),0.422,0.023,0.005,24/24
Cortex,Cortex,3000,160,t1only,t1-line,-0.161,0.058,0.012,0/24
Cortex,Cortex,3000,160,t1only,t1-thud,-0.232,0.062,0.013,0/24
Cortex,Cortex,3000,160,t1only,can,0.76,0.011,0.002,24/24
Cortex,Cortex,3000,160,t1only,sumo,-0.3,0.0,0.0,0/24
Cortex,Cortex,3000,160,t1only,pyro,0.113,0.092,0.019,22/24
Cortex,Cortex,3000,160,t1only,hrk,-0.93,0.0,0.0,0/24
Cortex,Cortex,3000,160,t1only,mort,-0.733,0.011,0.002,0/24
Cortex,Cortex,3000,160,t1only,termite,0.537,0.012,0.003,24/24
Cortex,Cortex,3000,160,t1only,amph,0.314,0.023,0.005,24/24
Cortex,Cortex,3000,160,t1only,t1+can,0.668,0.011,0.002,24/24
Cortex,Cortex,3000,160,t1only,t1+sumo,0.419,0.031,0.006,24/24
Cortex,Cortex,3000,160,t1only,t1+pyro,0.333,0.061,0.012,24/24
Cortex,Cortex,3000,160,t1only,t1+hrk,-0.349,0.155,0.032,1/24
Cortex,Cortex,3000,160,t1only,t1+mort,-0.246,0.067,0.014,0/24
Cortex,Cortex,3000,160,t1only,t1+termite,0.306,0.04,0.008,24/24
Cortex,Cortex,3000,160,t1only,can+mort,0.605,0.036,0.007,24/24
Cortex,Cortex,3000,160,t1only,can+hrk,0.72,0.01,0.002,24/24
Cortex,Cortex,3000,160,t1only,termite+mort,-0.415,0.038,0.008,0/24
Cortex,Cortex,3000,160,t1only,thud+can,0.667,0.02,0.004,24/24
Cortex,Cortex,3000,160,t1only,t1+can+mort,0.645,0.016,0.003,24/24
Cortex,Cortex,3000,160,t1only,t1+can(25),0.387,0.037,0.008,24/24
Cortex,Cortex,3000,160,t1only,t1+can(75),0.65,0.017,0.004,24/24
Cortex,Cortex,3000,56,base6-hold,t1-line,-0.621,0.003,0.001,0/24
Cortex,Cortex,3000,56,base6-hold,t1-thud,-0.662,0.005,0.001,0/24
Cortex,Cortex,3000,56,base6-hold,can,-0.646,0.009,0.002,0/24
Cortex,Cortex,3000,56,base6-hold,sumo,1.0,0.0,0.0,24/24
Cortex,Cortex,3000,56,base6-hold,pyro,-0.804,0.012,0.002,0/24
Cortex,Cortex,3000,56,base6-hold,hrk,-0.855,0.034,0.007,0/24
Cortex,Cortex,3000,56,base6-hold,mort,-0.78,0.0,0.0,0/24
Cortex,Cortex,3000,56,base6-hold,termite,-0.722,0.005,0.001,0/24
Cortex,Cortex,3000,56,base6-hold,amph,-0.775,0.005,0.001,0/24
Cortex,Cortex,3000,56,base6-hold,t1+can,-0.638,0.013,0.003,0/24
Cortex,Cortex,3000,56,base6-hold,t1+sumo,0.72,0.0,0.0,24/24
Cortex,Cortex,3000,56,base6-hold,t1+pyro,-0.67,0.009,0.002,0/24
Cortex,Cortex,3000,56,base6-hold,t1+hrk,-0.65,0.018,0.004,0/24
Cortex,Cortex,3000,56,base6-hold,t1+mort,-0.67,0.0,0.0,0/24
Cortex,Cortex,3000,56,base6-hold,t1+termite,-0.648,0.011,0.002,0/24
Cortex,Cortex,3000,56,base6-hold,can+mort,-0.716,0.005,0.001,0/24
Cortex,Cortex,3000,56,base6-hold,can+hrk,-0.683,0.005,0.001,0/24
Cortex,Cortex,3000,56,base6-hold,termite+mort,-0.744,0.009,0.002,0/24
Cortex,Cortex,3000,56,base6-hold,thud+can,-0.693,0.006,0.001,0/24
Cortex,Cortex,3000,56,base6-hold,t1+can+mort,-0.67,0.0,0.0,0/24
Cortex,Cortex,3000,56,base6-hold,t1+can(25),-0.634,0.011,0.002,0/24
Cortex,Cortex,3000,56,base6-hold,t1+can(75),-0.66,0.016,0.003,0/24
Cortex,Cortex,3000,160,base6-hold,t1-line,-0.46,0.018,0.004,0/24
Cortex,Cortex,3000,160,base6-hold,t1-thud,-0.362,0.02,0.004,0/24
Cortex,Cortex,3000,160,base6-hold,can,-0.262,0.008,0.002,0/24
Cortex,Cortex,3000,160,base6-hold,sumo,0.9,0.0,0.0,24/24
Cortex,Cortex,3000,160,base6-hold,pyro,-0.393,0.02,0.004,0/24
Cortex,Cortex,3000,160,base6-hold,hrk,-0.79,0.0,0.0,0/24
Cortex,Cortex,3000,160,base6-hold,mort,-0.68,0.0,0.0,0/24
Cortex,Cortex,3000,160,base6-hold,termite,-0.328,0.018,0.004,0/24
Cortex,Cortex,3000,160,base6-hold,amph,-0.27,0.002,0.0,0/24
Cortex,Cortex,3000,160,base6-hold,t1+can,-0.27,0.012,0.002,0/24
Cortex,Cortex,3000,160,base6-hold,t1+sumo,0.62,0.0,0.0,24/24
Cortex,Cortex,3000,160,base6-hold,t1+pyro,-0.507,0.027,0.006,0/24
Cortex,Cortex,3000,160,base6-hold,t1+hrk,-0.57,0.0,0.0,0/24
Cortex,Cortex,3000,160,base6-hold,t1+mort,-0.509,0.016,0.003,0/24
Cortex,Cortex,3000,160,base6-hold,t1+termite,-0.375,0.013,0.003,0/24
Cortex,Cortex,3000,160,base6-hold,can+mort,-0.413,0.015,0.003,0/24
Cortex,Cortex,3000,160,base6-hold,can+hrk,-0.3,0.0,0.0,0/24
Cortex,Cortex,3000,160,base6-hold,termite+mort,-0.611,0.008,0.002,0/24
Cortex,Cortex,3000,160,base6-hold,thud+can,-0.228,0.007,0.001,0/24
Cortex,Cortex,3000,160,base6-hold,t1+can+mort,-0.288,0.014,0.003,0/24
Cortex,Cortex,3000,160,base6-hold,t1+can(25),-0.412,0.01,0.002,0/24
Cortex,Cortex,3000,160,base6-hold,t1+can(75),-0.213,0.011,0.002,0/24
Cortex,Cortex,3000,56,base6-out,t1-line,-0.458,0.026,0.005,0/24
Cortex,Cortex,3000,56,base6-out,t1-thud,-0.606,0.017,0.004,0/24
Cortex,Cortex,3000,56,base6-out,can,-0.318,0.016,0.003,0/24
Cortex,Cortex,3000,56,base6-out,sumo,-0.59,0.0,0.0,0/24
Cortex,Cortex,3000,56,base6-out,pyro,-0.46,0.025,0.005,0/24
Cortex,Cortex,3000,56,base6-out,hrk,-0.95,0.0,0.0,0/24
Cortex,Cortex,3000,56,base6-out,mort,-0.819,0.007,0.001,0/24
Cortex,Cortex,3000,56,base6-out,termite,-0.35,0.019,0.004,0/24
Cortex,Cortex,3000,56,base6-out,amph,-0.595,0.014,0.003,0/24
Cortex,Cortex,3000,56,base6-out,t1+can,-0.34,0.014,0.003,0/24
Cortex,Cortex,3000,56,base6-out,t1+sumo,0.331,0.034,0.007,24/24
Cortex,Cortex,3000,56,base6-out,t1+pyro,-0.445,0.016,0.003,0/24
Cortex,Cortex,3000,56,base6-out,t1+hrk,-0.54,0.067,0.014,0/24
Cortex,Cortex,3000,56,base6-out,t1+mort,-0.604,0.026,0.005,0/24
Cortex,Cortex,3000,56,base6-out,t1+termite,-0.403,0.005,0.001,0/24
Cortex,Cortex,3000,56,base6-out,can+mort,-0.63,0.061,0.012,0/24
Cortex,Cortex,3000,56,base6-out,can+hrk,-0.353,0.039,0.008,0/24
Cortex,Cortex,3000,56,base6-out,termite+mort,-0.647,0.007,0.001,0/24
Cortex,Cortex,3000,56,base6-out,thud+can,-0.372,0.008,0.002,0/24
Cortex,Cortex,3000,56,base6-out,t1+can+mort,-0.413,0.022,0.005,0/24
Cortex,Cortex,3000,56,base6-out,t1+can(25),-0.357,0.029,0.006,0/24
Cortex,Cortex,3000,56,base6-out,t1+can(75),-0.347,0.025,0.005,0/24
Cortex,Cortex,3000,160,base6-out,t1-line,-0.407,0.055,0.011,0/24
Cortex,Cortex,3000,160,base6-out,t1-thud,-0.52,0.032,0.007,0/24
Cortex,Cortex,3000,160,base6-out,can,0.228,0.014,0.003,24/24
Cortex,Cortex,3000,160,base6-out,sumo,-0.51,0.0,0.0,0/24
Cortex,Cortex,3000,160,base6-out,pyro,-0.402,0.031,0.006,0/24
Cortex,Cortex,3000,160,base6-out,hrk,-0.97,0.0,0.0,0/24
Cortex,Cortex,3000,160,base6-out,mort,-0.815,0.01,0.002,0/24
Cortex,Cortex,3000,160,base6-out,termite,-0.221,0.019,0.004,0/24
Cortex,Cortex,3000,160,base6-out,amph,-0.248,0.008,0.002,0/24
Cortex,Cortex,3000,160,base6-out,t1+can,-0.228,0.014,0.003,0/24
Cortex,Cortex,3000,160,base6-out,t1+sumo,0.345,0.048,0.01,24/24
Cortex,Cortex,3000,160,base6-out,t1+pyro,-0.339,0.015,0.003,0/24
Cortex,Cortex,3000,160,base6-out,t1+hrk,-0.439,0.074,0.015,0/24
Cortex,Cortex,3000,160,base6-out,t1+mort,-0.479,0.074,0.015,0/24
Cortex,Cortex,3000,160,base6-out,t1+termite,-0.284,0.013,0.003,0/24
Cortex,Cortex,3000,160,base6-out,can+mort,-0.38,0.0,0.0,0/24
Cortex,Cortex,3000,160,base6-out,can+hrk,-0.25,0.012,0.003,0/24
Cortex,Cortex,3000,160,base6-out,termite+mort,-0.566,0.035,0.007,0/24
Cortex,Cortex,3000,160,base6-out,thud+can,-0.233,0.017,0.003,0/24
Cortex,Cortex,3000,160,base6-out,t1+can+mort,-0.273,0.01,0.002,0/24
Cortex,Cortex,3000,160,base6-out,t1+can(25),-0.284,0.017,0.003,0/24
Cortex,Cortex,3000,160,base6-out,t1+can(75),0.199,0.031,0.006,24/24
Cortex,Cortex,3000,56,base12-hold,t1-line,-0.659,0.003,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,t1-thud,-0.696,0.005,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,can,-0.698,0.005,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,sumo,1.0,0.0,0.0,24/24
Cortex,Cortex,3000,56,base12-hold,pyro,-0.838,0.008,0.002,0/24
Cortex,Cortex,3000,56,base12-hold,hrk,-0.8,0.0,0.0,0/24
Cortex,Cortex,3000,56,base12-hold,mort,-0.79,0.003,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,termite,-0.759,0.004,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,amph,-0.779,0.004,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,t1+can,-0.695,0.011,0.002,0/24
Cortex,Cortex,3000,56,base12-hold,t1+sumo,0.72,0.0,0.0,24/24
Cortex,Cortex,3000,56,base12-hold,t1+pyro,-0.707,0.01,0.002,0/24
Cortex,Cortex,3000,56,base12-hold,t1+hrk,-0.679,0.025,0.005,0/24
Cortex,Cortex,3000,56,base12-hold,t1+mort,-0.696,0.006,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,t1+termite,-0.695,0.011,0.002,0/24
Cortex,Cortex,3000,56,base12-hold,can+mort,-0.751,0.003,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,can+hrk,-0.712,0.005,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,termite+mort,-0.752,0.006,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,thud+can,-0.713,0.006,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,t1+can+mort,-0.7,0.0,0.0,0/24
Cortex,Cortex,3000,56,base12-hold,t1+can(25),-0.66,0.005,0.001,0/24
Cortex,Cortex,3000,56,base12-hold,t1+can(75),-0.71,0.002,0.0,0/24
Cortex,Cortex,3000,160,base12-hold,t1-line,-0.495,0.034,0.007,0/24
Cortex,Cortex,3000,160,base12-hold,t1-thud,-0.464,0.012,0.003,0/24
Cortex,Cortex,3000,160,base12-hold,can,-0.25,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-hold,sumo,0.7,0.0,0.0,24/24
Cortex,Cortex,3000,160,base12-hold,pyro,-0.663,0.008,0.002,0/24
Cortex,Cortex,3000,160,base12-hold,hrk,-0.81,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-hold,mort,-0.72,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-hold,termite,-0.304,0.008,0.002,0/24
Cortex,Cortex,3000,160,base12-hold,amph,-0.572,0.005,0.001,0/24
Cortex,Cortex,3000,160,base12-hold,t1+can,-0.528,0.011,0.002,0/24
Cortex,Cortex,3000,160,base12-hold,t1+sumo,0.42,0.0,0.0,24/24
Cortex,Cortex,3000,160,base12-hold,t1+pyro,-0.618,0.01,0.002,0/24
Cortex,Cortex,3000,160,base12-hold,t1+hrk,-0.622,0.008,0.002,0/24
Cortex,Cortex,3000,160,base12-hold,t1+mort,-0.65,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-hold,t1+termite,-0.481,0.01,0.002,0/24
Cortex,Cortex,3000,160,base12-hold,can+mort,-0.67,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-hold,can+hrk,-0.573,0.009,0.002,0/24
Cortex,Cortex,3000,160,base12-hold,termite+mort,-0.67,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-hold,thud+can,-0.524,0.02,0.004,0/24
Cortex,Cortex,3000,160,base12-hold,t1+can+mort,-0.517,0.005,0.001,0/24
Cortex,Cortex,3000,160,base12-hold,t1+can(25),-0.475,0.02,0.004,0/24
Cortex,Cortex,3000,160,base12-hold,t1+can(75),-0.257,0.009,0.002,0/24
Cortex,Cortex,3000,56,base12-out,t1-line,-0.517,0.035,0.007,0/24
Cortex,Cortex,3000,56,base12-out,t1-thud,-0.611,0.022,0.005,0/24
Cortex,Cortex,3000,56,base12-out,can,-0.461,0.01,0.002,0/24
Cortex,Cortex,3000,56,base12-out,sumo,-0.62,0.0,0.0,0/24
Cortex,Cortex,3000,56,base12-out,pyro,-0.519,0.035,0.007,0/24
Cortex,Cortex,3000,56,base12-out,hrk,-0.96,0.0,0.0,0/24
Cortex,Cortex,3000,56,base12-out,mort,-0.831,0.006,0.001,0/24
Cortex,Cortex,3000,56,base12-out,termite,-0.47,0.0,0.0,0/24
Cortex,Cortex,3000,56,base12-out,amph,-0.519,0.031,0.006,0/24
Cortex,Cortex,3000,56,base12-out,t1+can,-0.384,0.016,0.003,0/24
Cortex,Cortex,3000,56,base12-out,t1+sumo,0.401,0.029,0.006,24/24
Cortex,Cortex,3000,56,base12-out,t1+pyro,-0.495,0.014,0.003,0/24
Cortex,Cortex,3000,56,base12-out,t1+hrk,-0.561,0.053,0.011,0/24
Cortex,Cortex,3000,56,base12-out,t1+mort,-0.591,0.027,0.005,0/24
Cortex,Cortex,3000,56,base12-out,t1+termite,-0.427,0.016,0.003,0/24
Cortex,Cortex,3000,56,base12-out,can+mort,-0.657,0.043,0.009,0/24
Cortex,Cortex,3000,56,base12-out,can+hrk,-0.362,0.043,0.009,0/24
Cortex,Cortex,3000,56,base12-out,termite+mort,-0.63,0.018,0.004,0/24
Cortex,Cortex,3000,56,base12-out,thud+can,-0.452,0.009,0.002,0/24
Cortex,Cortex,3000,56,base12-out,t1+can+mort,-0.426,0.006,0.001,0/24
Cortex,Cortex,3000,56,base12-out,t1+can(25),-0.386,0.021,0.004,0/24
Cortex,Cortex,3000,56,base12-out,t1+can(75),-0.445,0.008,0.002,0/24
Cortex,Cortex,3000,160,base12-out,t1-line,-0.403,0.013,0.003,0/24
Cortex,Cortex,3000,160,base12-out,t1-thud,-0.463,0.041,0.008,0/24
Cortex,Cortex,3000,160,base12-out,can,-0.194,0.022,0.004,0/24
Cortex,Cortex,3000,160,base12-out,sumo,-0.01,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-out,pyro,-0.44,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-out,hrk,-0.97,0.0,0.0,0/24
Cortex,Cortex,3000,160,base12-out,mort,-0.834,0.008,0.002,0/24
Cortex,Cortex,3000,160,base12-out,termite,-0.233,0.009,0.002,0/24
Cortex,Cortex,3000,160,base12-out,amph,-0.288,0.01,0.002,0/24
Cortex,Cortex,3000,160,base12-out,t1+can,-0.283,0.012,0.002,0/24
Cortex,Cortex,3000,160,base12-out,t1+sumo,0.397,0.026,0.005,24/24
Cortex,Cortex,3000,160,base12-out,t1+pyro,-0.388,0.02,0.004,0/24
Cortex,Cortex,3000,160,base12-out,t1+hrk,-0.434,0.043,0.009,0/24
Cortex,Cortex,3000,160,base12-out,t1+mort,-0.514,0.037,0.007,0/24
Cortex,Cortex,3000,160,base12-out,t1+termite,-0.355,0.005,0.001,0/24
Cortex,Cortex,3000,160,base12-out,can+mort,-0.414,0.005,0.001,0/24
Cortex,Cortex,3000,160,base12-out,can+hrk,-0.302,0.007,0.001,0/24
Cortex,Cortex,3000,160,base12-out,termite+mort,-0.504,0.041,0.008,0/24
Cortex,Cortex,3000,160,base12-out,thud+can,-0.279,0.008,0.002,0/24
Cortex,Cortex,3000,160,base12-out,t1+can+mort,-0.338,0.007,0.001,0/24
Cortex,Cortex,3000,160,base12-out,t1+can(25),-0.349,0.004,0.001,0/24
Cortex,Cortex,3000,160,base12-out,t1+can(75),-0.23,0.006,0.001,0/24
Cortex,Cortex,6000,56,field20,t1-line,-0.36,0.065,0.013,0/24
Cortex,Cortex,6000,56,field20,t1-thud,-0.448,0.023,0.005,0/24
Cortex,Cortex,6000,56,field20,can,0.303,0.019,0.004,24/24
Cortex,Cortex,6000,56,field20,sumo,-0.38,0.0,0.0,0/24
Cortex,Cortex,6000,56,field20,pyro,-0.302,0.08,0.016,0/24
Cortex,Cortex,6000,56,field20,hrk,-0.93,0.0,0.0,0/24
Cortex,Cortex,6000,56,field20,mort,-0.565,0.042,0.009,0/24
Cortex,Cortex,6000,56,field20,termite,0.514,0.036,0.007,24/24
Cortex,Cortex,6000,56,field20,amph,-0.489,0.017,0.003,0/24
Cortex,Cortex,6000,56,field20,t1+can,0.372,0.07,0.014,24/24
Cortex,Cortex,6000,56,field20,t1+sumo,0.052,0.089,0.018,21/24
Cortex,Cortex,6000,56,field20,t1+pyro,-0.081,0.074,0.015,2/24
Cortex,Cortex,6000,56,field20,t1+hrk,-0.24,0.171,0.035,2/24
Cortex,Cortex,6000,56,field20,t1+mort,-0.237,0.085,0.017,0/24
Cortex,Cortex,6000,56,field20,t1+termite,0.2,0.051,0.01,24/24
Cortex,Cortex,6000,56,field20,can+mort,-0.114,0.046,0.009,0/24
Cortex,Cortex,6000,56,field20,can+hrk,0.579,0.025,0.005,24/24
Cortex,Cortex,6000,56,field20,termite+mort,0.142,0.054,0.011,24/24
Cortex,Cortex,6000,56,field20,thud+can,0.139,0.057,0.012,24/24
Cortex,Cortex,6000,56,field20,t1+can+mort,0.323,0.062,0.013,24/24
Cortex,Cortex,6000,56,field20,t1+can(25),0.118,0.074,0.015,24/24
Cortex,Cortex,6000,56,field20,t1+can(75),0.355,0.023,0.005,24/24
Cortex,Cortex,6000,160,field20,t1-line,0.08,0.052,0.011,24/24
Cortex,Cortex,6000,160,field20,t1-thud,-0.226,0.035,0.007,0/24
Cortex,Cortex,6000,160,field20,can,0.638,0.018,0.004,24/24
Cortex,Cortex,6000,160,field20,sumo,0.12,0.0,0.0,24/24
Cortex,Cortex,6000,160,field20,pyro,-0.369,0.063,0.013,0/24
Cortex,Cortex,6000,160,field20,hrk,-0.91,0.0,0.0,0/24
Cortex,Cortex,6000,160,field20,mort,-0.525,0.015,0.003,0/24
Cortex,Cortex,6000,160,field20,termite,0.594,0.017,0.004,24/24
Cortex,Cortex,6000,160,field20,amph,0.076,0.016,0.003,24/24
Cortex,Cortex,6000,160,field20,t1+can,0.564,0.021,0.004,24/24
Cortex,Cortex,6000,160,field20,t1+sumo,0.345,0.048,0.01,24/24
Cortex,Cortex,6000,160,field20,t1+pyro,-0.075,0.134,0.027,7/24
Cortex,Cortex,6000,160,field20,t1+hrk,0.114,0.171,0.035,18/24
Cortex,Cortex,6000,160,field20,t1+mort,0.198,0.15,0.031,20/24
Cortex,Cortex,6000,160,field20,t1+termite,0.472,0.017,0.003,24/24
Cortex,Cortex,6000,160,field20,can+mort,0.644,0.023,0.005,24/24
Cortex,Cortex,6000,160,field20,can+hrk,0.73,0.012,0.002,24/24
Cortex,Cortex,6000,160,field20,termite+mort,0.484,0.08,0.016,24/24
Cortex,Cortex,6000,160,field20,thud+can,0.553,0.017,0.003,24/24
Cortex,Cortex,6000,160,field20,t1+can+mort,0.589,0.032,0.006,24/24
Cortex,Cortex,6000,160,field20,t1+can(25),0.342,0.026,0.005,24/24
Cortex,Cortex,6000,160,field20,t1+can(75),0.673,0.009,0.002,24/24
Cortex,Cortex,6000,56,field25,t1-line,-0.206,0.082,0.017,0/24
Cortex,Cortex,6000,56,field25,t1-thud,-0.401,0.024,0.005,0/24
Cortex,Cortex,6000,56,field25,can,0.268,0.016,0.003,24/24
Cortex,Cortex,6000,56,field25,sumo,-0.39,0.0,0.0,0/24
Cortex,Cortex,6000,56,field25,pyro,-0.23,0.06,0.012,0/24
Cortex,Cortex,6000,56,field25,hrk,-0.919,0.003,0.001,0/24
Cortex,Cortex,6000,56,field25,mort,-0.575,0.049,0.01,0/24
Cortex,Cortex,6000,56,field25,termite,0.52,0.036,0.007,24/24
Cortex,Cortex,6000,56,field25,amph,-0.47,0.013,0.003,0/24
Cortex,Cortex,6000,56,field25,t1+can,0.422,0.055,0.011,24/24
Cortex,Cortex,6000,56,field25,t1+sumo,0.264,0.084,0.017,24/24
Cortex,Cortex,6000,56,field25,t1+pyro,0.088,0.082,0.017,21/24
Cortex,Cortex,6000,56,field25,t1+hrk,-0.057,0.274,0.056,7/24
Cortex,Cortex,6000,56,field25,t1+mort,-0.014,0.09,0.018,9/24
Cortex,Cortex,6000,56,field25,t1+termite,0.257,0.015,0.003,24/24
Cortex,Cortex,6000,56,field25,can+mort,-0.125,0.088,0.018,1/24
Cortex,Cortex,6000,56,field25,can+hrk,0.59,0.026,0.005,24/24
Cortex,Cortex,6000,56,field25,termite+mort,0.61,0.025,0.005,24/24
Cortex,Cortex,6000,56,field25,thud+can,0.432,0.075,0.015,24/24
Cortex,Cortex,6000,56,field25,t1+can+mort,0.458,0.035,0.007,24/24
Cortex,Cortex,6000,56,field25,t1+can(25),0.285,0.087,0.018,24/24
Cortex,Cortex,6000,56,field25,t1+can(75),0.439,0.03,0.006,24/24
Cortex,Cortex,6000,160,field25,t1-line,0.103,0.088,0.018,20/24
Cortex,Cortex,6000,160,field25,t1-thud,-0.163,0.033,0.007,0/24
Cortex,Cortex,6000,160,field25,can,0.697,0.015,0.003,24/24
Cortex,Cortex,6000,160,field25,sumo,0.18,0.0,0.0,24/24
Cortex,Cortex,6000,160,field25,pyro,-0.339,0.042,0.009,0/24
Cortex,Cortex,6000,160,field25,hrk,-0.743,0.027,0.005,0/24
Cortex,Cortex,6000,160,field25,mort,-0.506,0.012,0.002,0/24
Cortex,Cortex,6000,160,field25,termite,0.687,0.013,0.003,24/24
Cortex,Cortex,6000,160,field25,amph,0.246,0.017,0.004,24/24
Cortex,Cortex,6000,160,field25,t1+can,0.581,0.024,0.005,24/24
Cortex,Cortex,6000,160,field25,t1+sumo,0.302,0.059,0.012,24/24
Cortex,Cortex,6000,160,field25,t1+pyro,-0.171,0.128,0.026,2/24
Cortex,Cortex,6000,160,field25,t1+hrk,0.267,0.173,0.035,21/24
Cortex,Cortex,6000,160,field25,t1+mort,0.2,0.15,0.031,21/24
Cortex,Cortex,6000,160,field25,t1+termite,0.393,0.011,0.002,24/24
Cortex,Cortex,6000,160,field25,can+mort,0.623,0.021,0.004,24/24
Cortex,Cortex,6000,160,field25,can+hrk,0.76,0.008,0.002,24/24
Cortex,Cortex,6000,160,field25,termite+mort,0.554,0.035,0.007,24/24
Cortex,Cortex,6000,160,field25,thud+can,0.592,0.03,0.006,24/24
Cortex,Cortex,6000,160,field25,t1+can+mort,0.655,0.04,0.008,24/24
Cortex,Cortex,6000,160,field25,t1+can(25),0.409,0.024,0.005,24/24
Cortex,Cortex,6000,160,field25,t1+can(75),0.727,0.01,0.002,24/24
Cortex,Cortex,6000,56,t1only,t1-line,-0.36,0.065,0.013,0/24
Cortex,Cortex,6000,56,t1only,t1-thud,-0.448,0.023,0.005,0/24
Cortex,Cortex,6000,56,t1only,can,0.303,0.019,0.004,24/24
Cortex,Cortex,6000,56,t1only,sumo,-0.38,0.0,0.0,0/24
Cortex,Cortex,6000,56,t1only,pyro,-0.302,0.08,0.016,0/24
Cortex,Cortex,6000,56,t1only,hrk,-0.93,0.0,0.0,0/24
Cortex,Cortex,6000,56,t1only,mort,-0.565,0.042,0.009,0/24
Cortex,Cortex,6000,56,t1only,termite,0.514,0.036,0.007,24/24
Cortex,Cortex,6000,56,t1only,amph,-0.489,0.017,0.003,0/24
Cortex,Cortex,6000,56,t1only,t1+can,0.372,0.07,0.014,24/24
Cortex,Cortex,6000,56,t1only,t1+sumo,0.052,0.089,0.018,21/24
Cortex,Cortex,6000,56,t1only,t1+pyro,-0.081,0.074,0.015,2/24
Cortex,Cortex,6000,56,t1only,t1+hrk,-0.24,0.171,0.035,2/24
Cortex,Cortex,6000,56,t1only,t1+mort,-0.237,0.085,0.017,0/24
Cortex,Cortex,6000,56,t1only,t1+termite,0.2,0.051,0.01,24/24
Cortex,Cortex,6000,56,t1only,can+mort,-0.114,0.046,0.009,0/24
Cortex,Cortex,6000,56,t1only,can+hrk,0.579,0.025,0.005,24/24
Cortex,Cortex,6000,56,t1only,termite+mort,0.142,0.054,0.011,24/24
Cortex,Cortex,6000,56,t1only,thud+can,0.139,0.057,0.012,24/24
Cortex,Cortex,6000,56,t1only,t1+can+mort,0.323,0.062,0.013,24/24
Cortex,Cortex,6000,56,t1only,t1+can(25),0.118,0.074,0.015,24/24
