unit,against,n_unit,n_against,duels,wins,losses,draws,mean_margin,mean_seconds
corthud,corcrash,9,10,4,4,0,0,0.974,21.6
corthud,corfav,9,48,4,4,0,0,0.643,31.5
corthud,corgator,6,7,4,0,4,0,-0.160,29.4
corthud,corlevlr,8,5,4,0,4,0,-0.510,23.2
corthud,corllt,9,14,4,4,0,0,0.642,47.9
corthud,cormist,10,9,4,4,0,0,0.660,30.1
corthud,corraid,10,6,4,4,0,0,0.157,45.4
corthud,corstorm,8,10,4,4,0,0,0.428,32.9
corthud,corthud,9,9,4,1,3,0,0.013,46.4
corthud,corwolv,10,8,4,4,0,0,0.635,24.6
corwolv,armart,8,10,4,3,1,0,0.115,51.0
corwolv,armfav,8,44,4,4,0,0,0.273,62.4
corwolv,armflash,7,11,4,0,4,0,-0.943,17.2
corwolv,armflea,7,57,4,4,0,0,0.285,60.9
corwolv,armham,7,9,4,0,4,0,-0.650,21.8
corwolv,armjanus,7,5,4,0,4,0,-0.512,23.4
corwolv,armjeth,8,11,4,4,0,0,0.592,48.2
corwolv,armllt,7,14,4,0,4,0,-0.475,71.0
corwolv,armpw,7,22,4,0,4,0,-0.736,16.9
corwolv,armrock,7,10,4,0,4,0,-0.494,27.8
corwolv,armstump,8,6,4,0,4,0,-0.508,28.5
corwolv,armwar,8,5,4,0,4,0,-0.625,22.9
corwolv,corak,7,28,4,0,4,0,-0.571,18.0
corwolv,corcrash,8,11,4,4,0,0,0.628,45.9
corwolv,corfav,7,46,4,4,0,0,0.190,71.0
corwolv,corgator,7,10,4,0,4,0,-0.815,18.2
corwolv,corlevlr,8,6,4,0,4,0,-0.743,17.9
corwolv,corllt,8,15,4,1,3,0,-0.166,84.6
corwolv,cormist,8,9,4,0,4,0,-0.331,41.8
corwolv,corraid,7,5,4,0,4,0,-0.588,26.9
corwolv,corstorm,7,11,4,0,4,0,-0.588,26.1
corwolv,corthud,8,10,4,0,4,0,-0.635,24.6
corwolv,corwolv,7,7,4,1,2,1,0.003,52.1
