match,site,sequence,x,y,rep,x_end,x_team,n_x,n_y,metal_x,metal_y,winner,reason,seconds,contact_seconds,survivors_x,survivors_y,value_left_x,value_left_y,damage_taken_x,damage_taken_y
2,0,20,armrock,corak,3,east,1,10,28,1200,1204,y,wiped,25.5,8.0,0,8,0.000,0.196,7582,7624
2,1,23,armstump,corgator,1,east,0,6,11,1350,1320,y,wiped,35.5,7.0,0,1,0.000,0.028,11217,9625
2,0,21,corak,armjanus,3,east,1,28,5,1204,1200,x,wiped,21.0,7.5,6,0,0.102,0.000,9339,5356
3,0,15,armjanus,armllt,3,east,1,5,14,1200,1190,y,wiped,62.5,15.0,0,4,0.000,0.209,5291,8782
3,1,14,armstump,armllt,1,east,0,6,16,1350,1360,x,wiped,47.0,11.0,5,0,0.529,0.000,5175,10726
2,0,22,armstump,corlevlr,3,east,1,5,5,1125,1100,y,wiped,16.0,8.5,0,5,0.000,0.649,9779,2586
2,1,24,corraid,corllt,3,east,1,5,13,1175,1170,x,wiped,52.5,11.5,4,0,0.490,0.000,5213,9411
3,0,16,corcrash,armart,2,west,1,10,9,1250,1215,y,wiped,52.5,18.5,0,6,0.000,0.607,7814,2431
2,0,23,armrock,corwolv,2,west,1,10,7,1200,1190,x,wiped,29.5,10.5,8,0,0.446,0.000,4464,5510
2,1,25,corlevlr,corlevlr,0,west,0,5,5,1100,1100,y,wiped,19.5,12.0,0,1,0.000,0.007,7506,7531
3,1,15,corwolv,armllt,2,west,1,7,14,1190,1190,y,wiped,62.5,16.0,0,9,0.000,0.574,5342,4912
3,0,17,corak,corgator,0,west,0,28,10,1204,1200,y,wiped,31.5,6.5,0,3,0.000,0.116,8451,7582
2,1,26,armrock,corgator,0,west,0,10,10,1200,1200,y,wiped,23.5,8.0,0,8,0.000,0.419,7475,5149
3,1,16,armstump,armstump,2,west,1,5,5,1125,1125,x,wiped,43.0,8.0,1,0,0.009,0.000,9515,9619
2,0,24,cormist,corllt,1,east,0,7,12,1085,1080,x,wiped,72.5,13.5,7,0,1.000,0.000,0,8282
2,1,27,corgator,cormist,2,west,1,9,7,1080,1085,x,wiped,21.0,7.0,9,0,0.665,0.000,2529,6192
3,0,18,armrock,armrock,0,west,0,10,10,1200,1200,x,wiped,56.0,9.5,1,0,0.059,0.000,7426,8037
2,1,28,corak,armflash,2,west,1,28,11,1204,1210,y,wiped,25.0,5.5,0,4,0.000,0.082,8302,7670
3,0,19,armflash,armjanus,1,east,0,11,5,1210,1200,x,wiped,20.5,7.5,3,0,0.185,0.000,8391,5410
2,0,25,armpw,corllt,1,east,0,20,12,1080,1080,y,wiped,33.0,8.5,0,3,0.000,0.190,7966,6544
3,1,17,armjeth,corcrash,2,west,1,10,10,1250,1250,draw,stalemate,60.0,,10,10,1.000,1.000,0,0
2,0,26,armwar,corak,2,west,1,4,25,1080,1075,x,wiped,20.0,7.0,4,0,0.415,0.000,3855,7415
2,1,29,corstorm,cormist,3,east,1,7,5,770,775,x,wiped,28.0,7.5,7,0,0.574,0.000,2269,4721
3,1,18,armpw,corgator,3,east,1,20,9,1080,1080,x,wiped,49.5,6.0,2,0,0.059,0.000,7517,7719
3,0,20,corcrash,corcrash,0,west,0,10,10,1250,1250,draw,stalemate,60.0,,10,10,1.000,1.000,0,0
2,0,27,armwar,corwolv,2,west,1,5,8,1350,1360,x,wiped,22.5,9.5,5,0,0.632,0.000,3073,6102
2,1,30,corgator,cormist,3,east,1,9,7,1080,1085,x,wiped,20.5,6.5,9,0,0.679,0.000,2427,6181
3,0,21,corraid,corwolv,3,east,1,5,7,1175,1190,x,wiped,26.0,9.5,5,0,0.626,0.000,3884,5447
2,1,31,corthud,cormist,3,east,1,10,9,1400,1395,x,wiped,30.5,7.5,10,0,0.644,0.000,4006,8495
2,0,28,corcrash,corwolv,2,west,1,11,8,1375,1360,y,wiped,43.0,21.0,0,6,0.000,0.598,8535,3037
3,1,19,corraid,armllt,0,west,0,4,11,940,935,x,wiped,52.0,11.5,4,0,0.342,0.000,5363,7579
2,1,32,corak,corwolv,1,east,0,28,7,1204,1190,x,wiped,17.5,7.5,23,0,0.529,0.000,3894,5366
3,1,20,corak,armart,0,west,0,28,9,1204,1215,x,wiped,20.0,8.0,28,0,0.781,0.000,1792,5682
2,0,29,corstorm,corthud,0,west,0,10,8,1100,1120,y,wiped,33.0,10.0,0,6,0.000,0.511,8405,4596
2,1,33,corcrash,corgator,2,west,1,10,10,1250,1200,y,wiped,16.5,7.5,0,10,0.000,0.944,6535,489
3,0,22,armrock,armrock,2,west,1,10,10,1200,1200,x,wiped,64.0,9.5,1,0,0.006,0.000,7886,8053
3,1,21,corcrash,armstump,3,east,1,9,5,1125,1125,y,wiped,28.5,8.5,0,5,0.000,0.898,6265,967
2,0,30,armwar,corraid,2,west,1,5,6,1350,1410,x,wiped,27.0,7.5,5,0,0.222,0.000,6406,12431
2,1,34,corak,armllt,1,east,0,28,14,1204,1190,y,wiped,46.0,9.5,0,2,0.000,0.114,8911,7972
3,0,23,corwolv,cormist,3,east,1,8,9,1360,1395,y,wiped,43.5,8.5,0,6,0.000,0.288,6472,6060
2,0,31,armjanus,corwolv,2,west,1,5,7,1200,1190,x,wiped,19.5,11.5,5,0,0.591,0.000,2232,5629
3,1,22,corak,corgator,2,west,1,28,10,1204,1200,y,wiped,52.0,6.5,0,1,0.000,0.052,8530,8180
2,1,35,armrock,corlevlr,2,west,1,11,6,1320,1320,y,wiped,21.5,10.0,0,6,0.000,0.725,9414,2405
3,0,24,armham,corak,3,east,1,9,27,1170,1161,x,wiped,24.0,8.0,5,0,0.347,0.000,6161,8848
2,0,32,corlevlr,corwolv,2,west,1,6,8,1320,1360,x,wiped,17.0,11.0,6,0,0.702,0.000,2688,6780
3,1,23,armpw,armflash,2,west,1,22,11,1188,1210,y,wiped,24.0,6.0,0,4,0.000,0.153,8571,7057
3,0,25,corthud,armflash,2,west,1,8,10,1120,1100,y,wiped,30.0,7.0,0,6,0.000,0.248,9147,5900
2,1,36,armrock,corraid,3,east,1,10,5,1200,1175,y,wiped,35.5,9.0,0,5,0.000,0.331,7792,6886
3,1,24,armham,armart,2,west,1,9,9,1170,1215,x,wiped,24.5,10.0,9,0,0.731,0.000,2550,5770
2,1,37,armflash,corgator,0,west,0,11,10,1210,1200,y,wiped,22.5,6.0,0,3,0.000,0.173,8516,7063
2,0,33,armjanus,corllt,3,east,1,6,16,1440,1440,y,wiped,74.5,14.5,0,1,0.000,0.047,6351,12322
3,0,26,armjanus,cormist,2,west,1,5,8,1200,1240,x,wiped,43.0,8.0,3,0,0.228,0.000,4116,8414
2,1,38,armflash,armart,0,west,0,11,9,1210,1215,x,wiped,18.0,8.0,11,0,0.801,0.000,1705,5642
2,0,34,corgator,corwolv,2,west,1,10,7,1200,1190,x,wiped,17.5,8.0,10,0,0.902,0.000,836,5331
3,1,25,corthud,corraid,2,west,1,10,6,1400,1410,x,wiped,44.0,9.0,3,0,0.204,0.000,9539,12652
3,0,27,armjeth,corak,0,west,0,10,29,1250,1247,y,wiped,15.5,7.0,0,29,0.000,0.905,6372,810
2,1,39,armham,cormist,1,east,0,6,5,780,775,x,wiped,27.0,8.0,6,0,0.649,0.000,2147,4706
3,1,26,corstorm,corcrash,3,east,1,8,7,880,875,x,wiped,21.5,9.5,8,0,1.000,0.000,0,4942
2,0,35,armrock,armjanus,1,east,0,10,5,1200,1200,x,wiped,33.0,10.0,4,0,0.106,0.000,7221,5539
3,1,27,armwar,corstorm,1,east,0,4,10,1080,1100,x,wiped,32.0,9.0,2,0,0.311,0.000,4763,7701
2,0,36,corstorm,corgator,1,east,0,11,10,1210,1200,y,wiped,30.5,8.0,0,9,0.000,0.468,8487,4547
2,1,40,armflash,corllt,2,west,1,9,11,990,990,x,wiped,47.0,8.5,2,0,0.108,0.000,6114,7526
3,0,28,armart,armllt,3,east,1,10,16,1350,1360,y,wiped,80.0,15.0,0,10,0.000,0.517,6394,5678
3,1,28,armrock,corwolv,0,west,0,10,7,1200,1190,x,wiped,29.5,10.5,6,0,0.470,0.000,4440,5513
2,0,37,corak,armstump,0,west,0,26,5,1118,1125,y,wiped,28.5,6.5,0,3,0.000,0.158,8626,7859
2,1,41,armpw,cormist,2,west,1,23,8,1242,1240,x,wiped,25.5,6.0,20,0,0.351,0.000,5816,7077
3,0,29,armrock,armwar,3,east,1,9,4,1080,1080,y,wiped,26.5,8.5,0,4,0.000,0.445,6702,3637
3,1,29,corstorm,corwolv,2,west,1,11,7,1210,1190,x,wiped,26.5,11.0,8,0,0.613,0.000,3516,5502
2,0,38,corak,armflash,0,west,0,28,11,1204,1210,y,wiped,29.5,5.5,0,3,0.000,0.176,8300,6910
2,1,42,armham,armstump,0,west,0,7,4,910,900,x,wiped,31.5,9.0,4,0,0.325,0.000,5062,7631
3,0,30,corgator,corraid,0,west,0,10,5,1200,1175,x,wiped,33.5,7.0,2,0,0.102,0.000,8139,10370
3,1,30,corak,corak,2,west,1,28,28,1204,1204,y,wiped,22.5,6.0,0,12,0.000,0.200,8264,6605
2,0,39,armrock,armjeth,2,west,1,10,10,1200,1250,x,wiped,25.0,9.0,10,0,0.999,0.000,6,6757
2,1,43,armflash,armflash,2,west,1,11,11,1210,1210,y,wiped,29.0,6.0,0,4,0.000,0.103,8396,7526
3,1,31,armwar,corak,1,east,0,4,25,1080,1075,x,wiped,20.0,6.5,4,0,0.431,0.000,3753,7403
3,0,31,armart,armart,1,east,0,9,9,1215,1215,y,wiped,57.0,15.0,0,3,0.000,0.194,6234,5066
2,0,40,armrock,armart,1,east,0,9,8,1080,1080,x,wiped,26.0,9.5,8,0,0.591,0.000,2922,5209
2,1,44,armpw,cormist,0,west,0,23,8,1242,1240,x,wiped,27.5,6.0,16,0,0.271,0.000,6519,7083
3,1,32,armpw,cormist,3,east,1,23,8,1242,1240,x,wiped,26.5,6.0,16,0,0.291,0.000,6415,7071
3,0,32,armwar,corthud,0,west,0,4,8,1080,1120,y,wiped,28.5,9.0,0,4,0.000,0.291,6766,6493
2,1,45,armjeth,corstorm,2,west,1,7,8,875,880,y,wiped,26.0,9.5,0,8,0.000,1.000,4826,0
3,1,33,corcrash,armstump,1,east,0,9,5,1125,1125,y,wiped,28.5,8.5,0,5,0.000,0.940,6249,568
2,1,46,armpw,armjanus,0,west,0,22,5,1188,1200,x,wiped,15.5,8.0,10,0,0.228,0.000,8524,5346
2,0,41,cormist,corllt,2,west,1,7,12,1085,1080,x,wiped,72.5,13.5,7,0,1.000,0.000,0,8322
3,0,33,corlevlr,armllt,1,east,0,5,13,1100,1105,x,wiped,54.5,19.0,2,0,0.318,0.000,4903,9964
3,1,34,armart,cormist,2,west,1,8,7,1080,1085,y,wiped,43.5,8.0,0,4,0.000,0.445,5153,3735
2,1,47,armpw,armjeth,3,east,1,23,10,1242,1250,x,wiped,15.5,7.0,23,0,0.844,0.000,1388,6357
3,1,35,corthud,corgator,3,east,1,6,7,840,840,y,wiped,24.0,8.0,0,4,0.000,0.232,6911,4738
3,0,34,corak,cormist,3,east,1,29,8,1247,1240,x,wiped,37.5,6.0,18,0,0.320,0.000,6020,7116
2,0,42,corraid,armllt,3,east,1,4,11,940,935,x,wiped,58.5,12.0,2,0,0.318,0.000,5577,7579
3,1,36,armjeth,corlevlr,0,west,0,7,4,875,880,y,wiped,15.0,9.5,0,4,0.000,0.971,5078,176
2,1,48,armpw,armllt,1,east,0,22,14,1188,1190,y,wiped,44.0,9.0,0,2,0.000,0.122,8749,7897
3,0,35,armham,corlevlr,3,east,1,10,6,1300,1320,y,wiped,21.0,10.5,0,6,0.000,0.586,10879,3644
2,0,43,armstump,armjanus,1,east,0,5,5,1125,1200,y,wiped,25.0,9.0,0,2,0.000,0.147,9954,4856
3,0,36,armflash,corraid,3,east,1,11,5,1210,1175,x,wiped,28.5,7.0,4,0,0.258,0.000,6557,10304
3,1,37,armham,armllt,2,west,1,9,14,1170,1190,x,wiped,51.0,15.5,5,0,0.500,0.000,4603,9949
2,1,49,corak,corllt,3,east,1,27,13,1161,1170,y,wiped,43.0,9.0,0,2,0.000,0.135,8899,7562
2,0,44,armwar,corraid,0,west,0,5,6,1350,1410,x,wiped,27.5,7.5,5,0,0.256,0.000,6120,12430
3,0,37,corgator,corgator,0,west,0,10,10,1200,1200,y,wiped,27.0,6.5,0,5,0.000,0.116,8644,7568
2,0,45,corgator,corlevlr,2,west,1,11,6,1320,1320,y,wiped,14.0,8.5,0,6,0.000,0.768,9963,2031
2,1,50,corstorm,corgator,0,west,0,11,10,1210,1200,y,wiped,34.0,8.0,0,5,0.000,0.344,8534,6019
3,1,38,cormist,armllt,1,east,0,6,11,930,935,x,wiped,59.5,13.5,6,0,1.000,0.000,0,7091
3,0,38,corthud,corthud,1,east,0,9,9,1260,1260,y,wiped,41.5,10.0,0,4,0.000,0.069,10683,9707
2,0,46,armham,cormist,2,west,1,6,5,780,775,x,wiped,25.0,8.0,6,0,0.650,0.000,2145,4702
3,1,39,corgator,corlevlr,1,east,0,11,6,1320,1320,y,wiped,14.0,8.0,0,6,0.000,0.887,9983,985
2,1,51,armrock,armham,0,west,0,12,11,1440,1430,y,wiped,34.5,10.0,0,6,0.000,0.406,9745,7117
3,0,39,armflash,corlevlr,3,east,1,10,5,1100,1100,y,wiped,14.5,7.5,0,5,0.000,0.723,8264,2036
3,1,40,armflash,armart,3,east,1,11,9,1210,1215,x,wiped,18.0,7.5,11,0,0.747,0.000,2190,5643
2,1,52,armrock,corgator,2,west,1,10,10,1200,1200,y,wiped,24.5,8.0,0,8,0.000,0.472,7459,4611
2,0,47,armham,armham,0,west,0,9,9,1170,1170,y,wiped,44.5,10.0,0,2,0.000,0.105,9741,8818
3,1,41,armjanus,armjanus,3,east,1,5,5,1200,1200,x,wiped,19.0,11.0,1,0,0.003,0.000,5521,6273
2,1,53,corstorm,corwolv,0,west,0,11,7,1210,1190,x,wiped,26.5,10.5,8,0,0.675,0.000,2904,5519
3,0,40,armwar,corllt,0,west,0,4,12,1080,1080,x,wiped,50.5,16.0,2,0,0.294,0.000,4621,8226
2,0,48,armrock,corraid,2,west,1,10,5,1200,1175,y,wiped,34.5,9.0,0,5,0.000,0.352,7819,6672
3,1,42,armwar,armwar,0,west,0,4,4,1080,1080,x,wiped,22.5,9.0,4,0,0.022,0.000,6449,6627
2,1,54,armpw,corstorm,0,west,0,22,11,1188,1210,x,wiped,23.5,7.0,11,0,0.292,0.000,6735,8484
3,0,41,armjeth,corthud,2,west,1,10,9,1250,1260,y,wiped,21.5,9.0,0,9,0.000,0.969,7072,323
2,0,49,armflash,armjanus,3,east,1,11,5,1210,1200,x,wiped,23.0,8.0,2,0,0.065,0.000,8620,5452
3,1,43,armham,corthud,1,east,0,11,10,1430,1400,x,wiped,44.5,10.5,3,0,0.141,0.000,10175,12014
3,0,42,corcrash,armjanus,0,west,0,10,5,1250,1200,y,wiped,25.5,10.5,0,5,0.000,0.976,7330,128
2,0,50,armham,armllt,1,east,0,9,14,1170,1190,x,wiped,49.0,16.0,6,0,0.506,0.000,4567,9962
3,1,44,armjeth,corgator,1,east,0,10,10,1250,1200,y,wiped,19.5,7.5,0,10,0.000,0.958,6491,355
2,1,55,armrock,corllt,3,east,1,9,12,1080,1080,draw,wiped,79.0,14.0,0,0,0.000,0.000,6780,9094
3,0,43,armpw,corraid,0,west,0,26,6,1404,1410,y,wiped,25.5,7.5,0,6,0.000,0.201,11384,9908
2,1,56,corthud,armjanus,2,west,1,10,6,1400,1440,x,wiped,28.5,10.0,4,0,0.363,0.000,8257,6913
3,1,45,armwar,corstorm,2,west,1,4,10,1080,1100,x,wiped,32.0,9.0,3,0,0.362,0.000,4279,7705
3,0,44,corwolv,cormist,2,west,1,8,9,1360,1395,y,wiped,40.0,8.0,0,5,0.000,0.352,6349,5696
2,0,51,armwar,armllt,0,west,0,5,16,1350,1360,x,wiped,62.0,17.0,2,0,0.326,0.000,5516,10436
2,1,57,armjeth,corgator,3,east,1,10,10,1250,1200,y,wiped,18.5,7.0,0,10,0.000,0.966,6468,284
2,0,52,armjanus,corwolv,3,east,1,5,7,1200,1190,x,wiped,19.5,11.5,5,0,0.557,0.000,2411,6061
3,0,45,corthud,corcrash,2,west,1,9,10,1260,1250,x,wiped,22.0,9.0,9,0,0.966,0.000,360,7317
2,1,58,corak,armart,2,west,1,28,9,1204,1215,x,wiped,18.5,7.5,25,0,0.494,0.000,4334,5700
2,0,53,armart,corlevlr,3,east,1,8,5,1080,1100,y,wiped,18.0,10.5,0,5,0.000,0.845,5573,1161
3,1,46,armart,armllt,1,east,0,10,16,1350,1360,y,wiped,94.0,14.5,0,10,0.000,0.436,6444,6703
3,0,46,armjeth,corllt,3,east,1,10,14,1250,1260,y,wiped,61.5,13.5,0,14,0.000,1.000,6396,2
2,0,54,armrock,corak,0,west,0,10,28,1200,1204,y,wiped,23.5,7.5,0,13,0.000,0.259,7547,6609
2,1,59,armstump,armllt,2,west,1,6,16,1350,1360,x,wiped,55.5,11.0,5,0,0.542,0.000,5035,10711
3,0,47,armpw,armwar,1,east,0,20,4,1080,1080,x,wiped,19.0,6.5,7,0,0.313,0.000,5298,6610
3,1,47,corwolv,corwolv,2,west,1,7,7,1190,1190,x,wiped,42.5,15.0,2,0,0.023,0.000,5983,5994
3,0,48,corcrash,corgator,1,east,0,10,10,1250,1200,y,wiped,19.0,7.5,0,10,0.000,0.939,6532,522
3,1,48,armflash,corwolv,2,west,1,11,7,1210,1190,x,wiped,16.5,8.0,11,0,0.919,0.000,687,5314
2,0,55,corcrash,cormist,3,east,1,10,8,1250,1240,y,wiped,37.0,7.5,0,8,0.000,0.987,6719,93
2,1,60,armart,corraid,0,west,0,7,4,945,940,y,wiped,28.0,9.0,0,4,0.000,0.640,4768,3003
3,1,49,corraid,corlevlr,2,west,1,5,5,1175,1100,y,wiped,18.0,9.0,0,4,0.000,0.616,10695,2833
3,0,49,armjanus,armjanus,1,east,0,5,5,1200,1200,draw,wiped,26.0,11.0,0,0,0.000,0.000,6399,5660
2,0,56,armwar,corlevlr,3,east,1,4,5,1080,1100,y,wiped,17.0,10.5,0,5,0.000,0.633,6727,2674
3,0,50,armart,corraid,3,east,1,7,4,945,940,y,wiped,27.5,9.0,0,4,0.000,0.650,4786,2920
3,1,50,corgator,corgator,2,west,1,10,10,1200,1200,y,wiped,32.5,6.5,0,2,0.000,0.041,8681,8294
2,1,61,armrock,armjanus,0,west,0,10,5,1200,1200,x,wiped,32.5,10.0,4,0,0.335,0.000,5541,5541
2,0,57,armwar,armjanus,3,east,1,5,6,1350,1440,x,wiped,21.5,9.0,4,0,0.175,0.000,6819,6425
2,1,62,armwar,corgator,2,west,1,4,9,1080,1080,x,wiped,24.0,7.0,3,0,0.265,0.000,4854,7742
3,1,51,armpw,armllt,3,east,1,22,14,1188,1190,y,wiped,45.5,9.0,0,2,0.000,0.125,8989,7855
3,0,51,armrock,armllt,1,east,0,10,14,1200,1190,x,wiped,62.5,14.0,4,0,0.257,0.000,5513,9910
2,1,63,armwar,corcrash,2,west,1,5,11,1350,1375,x,wiped,18.5,8.5,5,0,0.985,0.000,124,7153
2,0,58,corlevlr,armllt,3,east,1,5,13,1100,1105,x,wiped,61.0,19.5,2,0,0.236,0.000,5522,9868
3,0,52,armjanus,armart,3,east,1,5,9,1200,1215,x,wiped,26.5,11.0,5,0,0.541,0.000,2511,6383
3,1,52,armham,armflash,2,west,1,11,13,1430,1430,x,wiped,43.5,7.5,1,0,0.003,0.000,11526,10687
2,1,64,armjeth,cormist,3,east,1,10,8,1250,1240,y,wiped,36.5,7.5,0,8,0.000,0.968,6709,235
3,0,53,armrock,corlevlr,3,east,1,11,6,1320,1320,y,wiped,22.5,10.0,0,6,0.000,0.601,9188,3490
2,0,59,armpw,corgator,0,west,0,20,9,1080,1080,x,wiped,38.0,6.0,2,0,0.063,0.000,7459,7734
1,0,1,armfav,armjanus,1,east,0,39,5,1209,1200,y,wiped,22.0,6.0,0,2,0.000,0.256,10346,3985
0,1,1,corfav,armpw,1,east,0,46,22,1196,1188,y,wiped,12.5,5.5,0,18,0.000,0.441,4481,4749
1,1,1,armfav,armart,3,east,1,39,9,1209,1215,y,wiped,41.0,6.5,0,2,0.000,0.222,7013,4421
0,0,1,armfav,armjeth,0,west,0,40,10,1240,1250,x,wiped,34.5,6.0,40,0,0.870,0.000,573,6331
1,0,2,armflea,corfav,1,east,0,57,46,1197,1196,x,wiped,45.5,5.0,11,0,0.143,0.000,3219,4500
1,1,2,armflea,cormist,3,east,1,59,8,1239,1240,y,wiped,60.5,6.0,0,4,0.000,0.500,5078,3554
1,0,3,armflea,corraid,3,east,1,56,5,1176,1175,y,wiped,17.5,6.5,0,5,0.000,0.572,6211,4467
0,0,2,armflea,armflea,0,west,0,57,57,1197,1197,y,wiped,46.0,6.0,0,14,0.000,0.173,3788,3099
0,1,2,corfav,cormist,0,west,0,48,8,1248,1240,y,wiped,91.0,3.5,0,4,0.000,0.459,5911,3911
1,0,4,armflea,armflash,3,east,1,58,11,1218,1210,y,wiped,14.5,6.0,0,9,0.000,0.546,3791,3780
0,0,3,armflea,corwolv,1,east,0,57,7,1197,1190,y,wiped,31.5,7.5,0,2,0.000,0.286,10914,3919
0,1,3,corfav,armstump,3,east,1,43,5,1118,1125,y,wiped,16.5,6.0,0,5,0.000,0.567,5570,4031
1,1,3,corfav,armjanus,0,west,0,46,5,1196,1200,y,wiped,62.5,6.5,0,2,0.000,0.114,10926,4786
0,0,4,corfav,armflash,3,east,1,47,11,1222,1210,y,wiped,14.5,6.0,0,10,0.000,0.536,4600,3857
1,0,5,corfav,corwolv,3,east,1,46,7,1196,1190,y,wiped,59.5,-1.0,0,2,0.000,0.171,10249,4399
1,1,4,armflea,corwolv,3,east,1,57,7,1197,1190,y,wiped,38.5,6.5,0,2,0.000,0.280,9841,3877
0,1,4,armflea,armrock,2,west,1,57,10,1197,1200,y,wiped,60.0,7.5,0,4,0.000,0.375,8169,4672
0,0,5,armfav,corcrash,3,east,1,40,10,1240,1250,x,wiped,33.5,-1.0,37,0,0.752,0.000,1100,6446
1,1,5,armfav,corllt,0,west,0,38,13,1178,1170,y,wiped,13.5,6.0,0,11,0.000,0.789,5244,1867
0,1,5,corfav,corfav,1,east,0,46,46,1196,1196,y,wiped,16.5,5.0,0,12,0.000,0.202,4476,3549
0,0,6,corfav,armflash,1,east,0,47,11,1222,1210,y,wiped,13.5,-0.5,0,10,0.000,0.578,4565,3507
1,0,6,armflea,corwolv,2,west,1,57,7,1197,1190,y,wiped,81.5,6.5,0,2,0.000,0.286,10951,3830
1,1,6,armfav,armjeth,2,west,1,40,10,1240,1250,x,wiped,31.5,5.0,39,0,0.869,0.000,572,6348
1,0,7,corfav,armstump,1,east,0,43,5,1118,1125,y,wiped,19.0,6.0,0,5,0.000,0.488,5787,4758
0,0,7,armflea,armham,1,east,0,56,9,1176,1170,y,wiped,18.0,7.0,0,7,0.000,0.607,6416,3698
1,1,7,armfav,corak,2,west,1,39,28,1209,1204,y,wiped,11.0,5.0,0,27,0.000,0.740,4350,2143
0,1,6,corfav,armart,0,west,0,47,9,1222,1215,y,wiped,92.5,6.5,0,2,0.000,0.222,8040,4389
0,0,8,armfav,corlevlr,0,west,0,43,6,1333,1320,y,wiped,46.0,6.5,0,6,0.000,0.809,8645,1696
1,0,8,armflea,corak,2,west,1,57,28,1197,1204,y,wiped,31.5,5.5,0,26,0.000,0.691,3748,2545
1,1,8,corfav,corthud,1,east,0,48,9,1248,1260,y,wiped,17.5,5.5,0,7,0.000,0.591,6926,4220
0,0,9,armflea,corlevlr,1,east,0,52,5,1092,1100,y,wiped,12.0,6.5,0,5,0.000,0.854,8416,1066
0,1,7,corfav,armflash,0,west,0,47,11,1222,1210,y,wiped,28.5,5.0,0,11,0.000,0.648,4556,2899
1,0,9,armfav,armpw,1,east,0,38,22,1178,1188,y,wiped,10.5,4.5,0,19,0.000,0.564,4214,3700
1,1,9,armflea,armflea,2,west,1,57,57,1197,1197,x,wiped,17.0,5.0,10,0,0.134,0.000,3254,3749
0,1,8,armflea,corgator,2,west,1,57,10,1197,1200,y,wiped,30.5,6.0,0,10,0.000,0.670,4090,2810
0,0,10,armflea,armflea,1,east,0,57,57,1197,1197,x,wiped,48.0,4.5,3,0,0.021,0.000,3675,3774
1,0,10,armflea,armjanus,3,east,1,57,5,1197,1200,y,wiped,21.5,6.5,0,2,0.000,0.345,11606,3561
0,1,9,armfav,armstump,2,west,1,36,5,1116,1125,y,wiped,16.0,5.5,0,5,0.000,0.533,5741,4385
0,0,11,armfav,corthud,3,east,1,41,9,1271,1260,y,wiped,19.5,5.5,0,7,0.000,0.449,7400,5740
1,0,11,armflea,corllt,1,east,0,56,13,1176,1170,y,wiped,17.0,6.0,0,11,0.000,0.774,4637,2016
1,1,10,corfav,armstump,2,west,1,43,5,1118,1125,y,wiped,42.0,5.5,0,2,0.000,0.135,6264,8094
0,1,10,armfav,armpw,2,west,1,38,22,1178,1188,y,wiped,10.5,5.0,0,19,0.000,0.603,4273,3366
0,0,12,corfav,corfav,2,west,1,46,46,1196,1196,y,wiped,34.5,5.0,0,9,0.000,0.099,4458,4033
1,1,11,armflea,corak,3,east,1,57,28,1197,1204,y,wiped,12.5,4.5,0,24,0.000,0.763,3764,1955
0,1,11,armfav,corcrash,0,west,0,40,10,1240,1250,x,wiped,32.0,5.5,38,0,0.728,0.000,1202,6440
1,0,12,armflea,corstorm,1,east,0,58,11,1218,1210,y,wiped,29.0,5.5,0,4,0.000,0.352,8718,5509
0,0,13,armflea,armrock,3,east,1,57,10,1197,1200,y,wiped,30.5,6.5,0,4,0.000,0.361,8329,4760
0,1,12,armfav,armfav,1,east,0,39,39,1209,1209,x,wiped,17.5,3.5,9,0,0.175,0.000,3607,4420
1,1,12,armfav,armjeth,3,east,1,40,10,1240,1250,x,wiped,31.0,5.0,38,0,0.819,0.000,807,6343
0,0,14,armfav,corfav,3,east,1,38,45,1178,1170,y,wiped,16.0,4.0,0,15,0.000,0.256,4275,3222
1,0,13,armfav,corwolv,1,east,0,44,8,1364,1360,y,wiped,55.0,6.5,0,2,0.000,0.250,11138,4718
0,1,13,armfav,corcrash,2,west,1,40,10,1240,1250,x,wiped,33.5,5.0,40,0,0.810,0.000,836,6432
1,1,13,corfav,armjanus,1,east,0,46,5,1196,1200,y,wiped,29.0,5.5,0,2,0.000,0.291,11479,3846
0,0,15,armflea,corgator,3,east,1,57,10,1197,1200,y,wiped,13.5,-0.5,0,9,0.000,0.672,4133,2796
1,0,14,armfav,corstorm,1,east,0,39,11,1209,1210,y,wiped,21.5,5.0,0,7,0.000,0.447,7612,4747
0,1,14,armfav,corfav,1,east,0,38,45,1178,1170,y,wiped,31.5,4.0,0,5,0.000,0.086,4280,4014
1,1,14,corfav,armwar,0,west,0,52,5,1352,1350,y,wiped,43.0,5.0,0,5,0.000,0.882,5193,970
1,0,15,armfav,armstump,1,east,0,36,5,1116,1125,y,wiped,15.5,5.0,0,5,0.000,0.599,5932,3742
0,0,16,armflea,corthud,0,west,0,60,9,1260,1260,y,wiped,52.0,6.0,0,7,0.000,0.653,7202,3571
0,1,15,corfav,corgator,1,east,0,46,10,1196,1200,y,wiped,13.0,5.0,0,8,0.000,0.650,4716,2987
1,1,15,armfav,armpw,0,west,0,38,22,1178,1188,y,wiped,10.5,4.5,0,18,0.000,0.573,4230,3613
1,0,16,corfav,armham,0,west,0,45,9,1170,1170,y,wiped,42.5,5.5,0,7,0.000,0.625,6185,3504
1,1,16,armfav,corraid,0,west,0,38,5,1178,1175,y,wiped,21.5,5.0,0,3,0.000,0.285,6607,7470
0,0,17,armflea,armstump,0,west,0,54,5,1134,1125,y,wiped,36.5,6.0,0,5,0.000,0.466,5872,4974
