unit,against,n_unit,n_against,duels,wins,losses,draws,mean_margin,mean_seconds
corwolv,armflash,7,11,8,0,8,0,-0.738,19.2
corwolv,armflea,7,57,8,0,8,0,-0.298,17.7
corwolv,armham,7,9,8,0,8,0,-0.402,23.1
corwolv,armjanus,7,5,8,0,8,0,-0.490,19.8
corwolv,armjeth,8,11,8,8,0,0,0.279,53.0
corwolv,armllt,7,14,8,3,5,0,0.041,58.5
corwolv,armpw,7,22,8,0,8,0,-0.402,22.2
corwolv,armrock,7,10,8,0,8,0,-0.188,27.2
corwolv,armstump,8,6,8,0,8,0,-0.391,26.8
corwolv,armwar,8,5,8,0,8,0,-0.598,21.2
corwolv,corak,7,28,8,0,8,0,-0.315,25.2
corwolv,corcrash,8,11,8,8,0,0,0.262,55.2
corwolv,corfav,7,46,8,0,8,0,-0.495,17.2
corwolv,corgator,7,10,8,0,8,0,-0.624,17.8
corwolv,corlevlr,8,6,8,0,8,0,-0.875,15.8
corwolv,corllt,8,15,8,7,1,0,0.215,59.1
corwolv,cormist,8,9,8,4,4,0,-0.063,48.8
corwolv,corraid,7,5,8,0,8,0,-0.427,28.2
corwolv,corstorm,7,11,8,0,8,0,-0.336,27.1
corwolv,corthud,8,10,8,0,8,0,-0.439,23.2
corwolv,corwolv,7,7,8,4,3,1,-0.044,32.9
