match,site,sequence,x,y,rep,x_end,x_team,n_x,n_y,metal_x,metal_y,winner,reason,seconds,contact_seconds,survivors_x,survivors_y,value_left_x,value_left_y,damage_taken_x,damage_taken_y
1,0,131,armham,armllt,1,east,0,9,14,1170,1190,x,wiped,30.5,15.0,7,0,0.625,0.000,3417,9621
0,1,126,armjanus,corgator,3,east,1,5,10,1200,1200,x,wiped,17.0,8.5,5,0,0.686,0.000,1672,9706
0,0,132,corgator,corraid,6,west,1,10,5,1200,1175,y,wiped,43.0,7.5,0,1,0.000,0.024,9084,10181
1,1,133,corcrash,armfav,4,west,0,10,40,1250,1240,y,wiped,29.5,5.5,0,38,0.000,0.795,6465,912
1,0,132,corstorm,armllt,1,east,0,10,13,1100,1105,x,wiped,46.0,15.0,4,0,0.370,0.000,4785,9342
0,0,133,armflea,armjanus,5,east,0,57,5,1197,1200,x,wiped,21.5,6.5,4,0,0.063,0.000,10484,5376
0,1,127,corraid,armllt,0,west,0,4,11,940,935,x,wiped,44.0,11.5,2,0,0.390,0.000,4949,7685
1,1,134,armflash,corfav,7,east,1,11,47,1210,1222,x,wiped,13.5,5.5,10,0,0.419,0.000,4828,4627
1,0,133,armpw,corlevlr,4,west,0,21,5,1134,1100,y,wiped,13.0,8.5,0,5,0.000,0.896,9488,775
0,1,128,armfav,armllt,0,west,0,41,15,1271,1275,y,wiped,12.0,5.5,0,13,0.000,0.668,7166,3304
0,0,134,armham,armham,1,east,0,9,9,1170,1170,y,wiped,37.0,10.5,0,4,0.000,0.178,9656,7923
1,1,135,corcrash,corcrash,6,west,1,10,10,1250,1250,draw,stalemate,60.0,,10,10,1.000,1.000,0,0
0,0,135,armflash,armflash,7,east,1,11,11,1210,1210,y,wiped,26.5,6.0,0,4,0.000,0.104,8409,7490
1,0,134,corstorm,corraid,0,west,0,11,5,1210,1175,y,wiped,53.0,9.5,0,2,0.000,0.164,8965,9006
0,1,129,cormist,cormist,7,east,1,8,8,1240,1240,y,wiped,64.0,8.5,0,2,0.000,0.165,7400,6104
1,1,136,armflea,corgator,4,west,0,57,10,1197,1200,y,wiped,11.5,5.0,0,10,0.000,0.663,4228,2868
1,0,135,armstump,corwolv,3,east,1,6,8,1350,1360,x,wiped,27.5,9.5,6,0,0.221,0.000,8720,6551
0,0,136,armstump,armstump,4,west,0,5,5,1125,1125,x,wiped,40.0,8.5,2,0,0.204,0.000,7493,9577
0,1,130,armstump,armjanus,4,west,0,5,5,1125,1200,y,wiped,25.5,9.5,0,3,0.000,0.439,9894,3146
1,1,137,corthud,corllt,4,west,0,9,14,1260,1260,x,wiped,32.5,15.5,7,0,0.638,0.000,3625,9888
1,0,136,armrock,corcrash,7,east,1,10,10,1200,1250,x,wiped,29.0,9.5,10,0,0.683,0.000,2407,7339
0,1,131,armjeth,corgator,2,west,1,10,10,1250,1200,y,wiped,23.5,7.5,0,10,0.000,0.844,6440,1322
0,0,137,corlevlr,armllt,2,west,1,5,13,1100,1105,x,wiped,31.0,20.0,4,0,0.544,0.000,3244,9369
1,1,138,armart,corfav,0,west,0,9,47,1215,1222,y,wiped,17.5,6.0,0,32,0.000,0.499,5626,2673
0,0,138,corraid,corllt,2,west,1,5,13,1175,1170,x,wiped,31.5,11.5,4,0,0.661,0.000,3429,9280
1,0,137,corstorm,cormist,0,west,0,7,5,770,775,x,wiped,28.5,8.0,7,0,0.558,0.000,2344,4746
0,1,132,corraid,cormist,5,east,0,6,9,1410,1395,x,wiped,37.5,8.0,5,0,0.645,0.000,4412,8377
1,1,139,corthud,armllt,6,west,1,9,15,1260,1275,x,wiped,40.5,15.5,6,0,0.603,0.000,3997,10430
0,1,133,armwar,armfav,5,east,0,4,35,1080,1085,x,wiped,12.5,4.5,4,0,0.623,0.000,2490,4141
0,0,139,corthud,corfav,0,west,0,9,48,1260,1248,x,wiped,15.0,5.5,8,0,0.549,0.000,4660,6965
1,0,138,armflash,armart,0,west,0,11,9,1210,1215,x,wiped,19.0,8.0,11,0,0.725,0.000,2361,5644
1,1,140,armflash,corlevlr,0,west,0,10,5,1100,1100,y,wiped,12.5,8.5,0,5,0.000,0.977,7744,163
0,1,134,armjanus,armjanus,2,west,1,5,5,1200,1200,y,wiped,19.5,12.0,0,2,0.000,0.127,6152,4936
0,1,135,corgator,corfav,2,west,1,10,46,1200,1196,x,wiped,12.5,5.0,9,0,0.490,0.000,4346,4843
1,1,141,armham,corlevlr,6,west,1,10,6,1300,1320,y,wiped,18.5,11.5,0,6,0.000,0.704,10954,2624
0,0,140,corcrash,corcrash,4,west,0,10,10,1250,1250,draw,stalemate,60.0,,10,10,1.000,1.000,0,0
1,0,139,armham,corllt,0,west,0,9,13,1170,1170,x,wiped,38.5,15.5,6,0,0.602,0.000,3654,9581
1,1,142,armflash,corlevlr,2,west,1,10,5,1100,1100,y,wiped,12.5,8.5,0,5,0.000,0.994,8221,45
0,1,136,corcrash,cormist,6,west,1,10,8,1250,1240,y,wiped,39.5,7.5,0,8,0.000,0.814,6810,1340
0,0,141,corstorm,corwolv,4,west,0,11,7,1210,1190,x,wiped,30.0,10.0,4,0,0.207,0.000,7298,5663
1,0,140,corlevlr,armllt,4,west,0,5,13,1100,1105,x,wiped,29.0,20.0,4,0,0.636,0.000,2582,9297
0,1,137,armflash,corwolv,5,east,0,11,7,1210,1190,x,wiped,21.0,8.5,10,0,0.560,0.000,3809,5283
1,1,143,corthud,armjanus,6,west,1,10,6,1400,1440,x,wiped,28.0,10.5,5,0,0.258,0.000,9054,6868
1,0,141,armrock,armjeth,2,west,1,10,10,1200,1250,x,wiped,24.0,9.0,10,0,0.664,0.000,2578,7022
1,1,144,armjeth,armfav,0,west,0,10,40,1250,1240,y,wiped,31.0,5.5,0,39,0.000,0.897,6346,462
0,1,138,cormist,corfav,1,east,0,8,48,1240,1248,y,wiped,48.0,5.0,0,2,0.000,0.033,7160,5891
0,0,142,cormist,corllt,2,west,1,7,12,1085,1080,y,wiped,91.0,14.0,0,3,0.000,0.100,6251,7652
1,0,142,armwar,armjeth,1,east,0,5,11,1350,1375,x,wiped,20.0,8.5,5,0,1.000,0.000,0,7068
0,1,139,armham,corak,2,west,1,9,27,1170,1161,x,wiped,25.0,8.0,5,0,0.402,0.000,5659,9245
1,1,145,corstorm,corwolv,2,west,1,11,7,1210,1190,x,wiped,30.5,10.0,4,0,0.123,0.000,7785,5675
1,0,143,armjanus,armjanus,5,east,0,5,5,1200,1200,x,wiped,20.0,12.0,2,0,0.045,0.000,5535,6092
0,1,140,armflash,corlevlr,1,east,0,10,5,1100,1100,y,wiped,13.0,8.0,0,5,0.000,0.886,7937,840
0,0,143,corstorm,corllt,1,east,0,9,11,990,990,x,wiped,42.0,15.0,5,0,0.483,0.000,3514,8066
1,0,144,armpw,corraid,2,west,1,26,6,1404,1410,y,wiped,23.5,7.5,0,5,0.000,0.468,11077,6631
1,1,146,armrock,armwar,5,east,0,9,4,1080,1080,y,wiped,26.0,9.5,0,4,0.000,0.288,6784,4641
0,1,141,armjeth,armjanus,1,east,0,10,5,1250,1200,y,wiped,17.5,10.0,0,5,0.000,0.809,7251,1043
0,0,144,armjeth,armflea,7,east,1,10,60,1250,1260,y,wiped,27.5,6.0,0,44,0.000,0.568,6350,1696
1,0,145,armflash,corllt,6,west,1,9,11,990,990,x,wiped,29.0,8.5,3,0,0.158,0.000,5747,7871
1,1,147,armstump,corraid,5,east,0,5,5,1125,1175,y,wiped,40.0,9.0,0,3,0.000,0.267,9512,7651
0,1,142,corak,armstump,5,east,0,26,5,1118,1125,y,wiped,27.0,6.5,0,3,0.000,0.307,8639,6526
1,0,146,corwolv,corfav,4,west,0,7,46,1190,1196,y,wiped,21.5,6.5,0,10,0.000,0.156,5290,6658
0,0,145,corthud,armstump,7,east,1,8,5,1120,1125,x,wiped,34.0,8.5,4,0,0.378,0.000,5834,9419
1,0,147,armflea,armflea,5,east,0,57,57,1197,1197,y,wiped,12.0,4.5,0,11,0.000,0.127,3784,3344
1,1,148,armjeth,cormist,7,east,1,10,8,1250,1240,y,wiped,40.5,8.0,0,8,0.000,0.869,6606,939
0,1,143,corfav,corfav,2,west,1,46,46,1196,1196,x,wiped,28.0,4.0,5,0,0.075,0.000,4137,4486
0,0,146,armflash,armjanus,2,west,1,11,5,1210,1200,y,wiped,24.0,8.5,0,3,0.000,0.419,9761,3193
1,1,149,armflea,armllt,3,east,1,57,14,1197,1190,y,wiped,14.5,6.0,0,12,0.000,0.671,5158,2973
1,1,150,corthud,corlevlr,7,east,1,8,5,1120,1100,y,wiped,20.5,11.5,0,4,0.000,0.608,9687,2856
1,0,148,armjeth,armart,0,west,0,10,9,1250,1215,y,wiped,66.0,18.5,0,4,0.000,0.303,6933,4474
0,0,147,armham,armstump,2,west,1,7,4,910,900,x,wiped,32.0,9.5,4,0,0.439,0.000,4178,7611
0,1,144,armjeth,corcrash,5,east,0,10,10,1250,1250,draw,stalemate,60.0,,10,10,1.000,1.000,0,0
0,0,148,corraid,corfav,5,east,0,5,45,1175,1170,x,wiped,18.0,5.5,5,0,0.557,0.000,4605,5710
1,1,151,armart,armart,6,west,1,9,9,1215,1215,y,wiped,53.5,15.0,0,3,0.000,0.212,6306,5247
0,1,145,armpw,corgator,3,east,1,20,9,1080,1080,x,wiped,32.5,6.0,2,0,0.053,0.000,7530,7783
0,0,149,armflash,corraid,0,west,0,11,5,1210,1175,y,wiped,26.5,7.5,0,3,0.000,0.362,8950,6590
1,0,149,armrock,armrock,7,east,1,10,10,1200,1200,x,wiped,53.5,9.5,1,0,0.040,0.000,7752,7879
0,1,146,armrock,armflea,7,east,1,10,57,1200,1197,x,wiped,21.0,6.0,6,0,0.362,0.000,4817,8250
0,0,150,corthud,armstump,6,west,1,8,5,1120,1125,x,wiped,38.0,9.0,3,0,0.304,0.000,6507,9633
0,1,147,corthud,corllt,3,east,1,9,14,1260,1260,x,wiped,41.5,16.0,6,0,0.583,0.000,4198,10018
0,0,151,armpw,corraid,4,west,0,26,6,1404,1410,y,wiped,25.5,7.5,0,4,0.000,0.330,11451,8410
0,1,148,armart,armart,0,west,0,9,9,1215,1215,y,wiped,45.0,15.0,0,4,0.000,0.248,6388,4783
0,0,152,armjeth,corwolv,4,west,0,11,8,1375,1360,y,wiped,59.5,21.5,0,3,0.000,0.289,8106,5104
2,0,1,armham,armflea,7,east,1,9,56,1170,1176,x,wiped,17.0,6.5,5,0,0.479,0.000,4846,6885
2,1,1,corak,corllt,3,east,1,27,13,1161,1170,x,wiped,33.0,9.5,1,0,0.015,0.000,8117,8878
2,1,2,armwar,armfav,3,east,1,4,35,1080,1085,x,wiped,14.5,5.5,4,0,0.409,0.000,3918,4120
2,1,3,armflea,corthud,4,west,0,60,9,1260,1260,y,wiped,18.5,7.0,0,7,0.000,0.593,6928,4215
2,0,2,armart,armllt,5,east,0,10,16,1350,1360,x,wiped,87.0,-0.5,1,0,0.047,0.000,6130,11361
2,0,3,armpw,armllt,7,east,1,22,14,1188,1190,y,wiped,24.5,9.5,0,9,0.000,0.374,8840,5697
2,1,4,armham,corthud,3,east,1,11,10,1430,1400,x,wiped,42.5,10.5,3,0,0.166,0.000,9833,11874
2,1,5,armham,armfav,4,west,0,9,38,1170,1178,x,wiped,14.5,6.0,9,0,0.678,0.000,3013,6293
2,0,4,armstump,corllt,0,west,0,6,15,1350,1350,x,wiped,40.0,11.5,4,0,0.565,0.000,4772,10796
2,1,6,armflea,armjanus,4,west,0,57,5,1197,1200,y,wiped,25.0,7.5,0,2,0.000,0.028,11057,5242
2,0,5,armwar,corak,4,west,0,4,25,1080,1075,x,wiped,20.5,8.0,4,0,0.473,0.000,3468,7385
2,1,7,armwar,cormist,0,west,0,4,7,1080,1085,x,wiped,26.0,8.5,4,0,0.612,0.000,2525,6186
2,0,6,armjanus,corfav,4,west,0,5,46,1200,1196,x,wiped,15.5,6.5,4,0,0.571,0.000,2324,11015
3,1,1,armpw,corfav,4,west,0,22,46,1188,1196,x,wiped,14.0,5.5,14,0,0.417,0.000,4952,4505
2,1,8,armjeth,corlevlr,3,east,1,7,4,875,880,y,wiped,13.5,10.0,0,4,0.000,1.000,5096,0
3,0,1,armjanus,cormist,4,west,0,5,8,1200,1240,x,wiped,21.5,9.0,5,0,0.492,0.000,2672,7875
2,0,7,corthud,armjanus,0,west,0,10,6,1400,1440,y,wiped,27.0,10.5,0,5,0.000,0.287,12933,4667
3,1,2,armwar,armwar,7,east,1,4,4,1080,1080,y,wiped,23.0,6.0,0,4,0.000,0.299,6607,4594
3,0,2,armjanus,corraid,6,west,1,5,5,1200,1175,x,wiped,25.0,10.0,4,0,0.350,0.000,3590,10862
2,1,9,corstorm,armjanus,2,west,1,11,5,1210,1200,y,wiped,35.0,10.5,0,1,0.000,0.073,9888,5145
2,0,8,corak,corwolv,6,west,1,28,7,1204,1190,x,wiped,21.0,9.0,17,0,0.364,0.000,6929,5715
3,1,3,armwar,armflash,3,east,1,4,10,1080,1100,x,wiped,20.5,7.0,3,0,0.168,0.000,5477,7662
3,0,3,armjanus,armart,7,east,1,5,9,1200,1215,x,wiped,20.5,12.5,5,0,0.531,0.000,2565,6231
2,1,10,armrock,corraid,5,east,0,10,5,1200,1175,y,wiped,36.5,9.5,0,4,0.000,0.357,7802,6751
2,0,9,armham,armflash,1,east,0,11,13,1430,1430,x,wiped,31.5,8.0,3,0,0.173,0.000,9519,10425
3,1,4,armrock,armjeth,3,east,1,10,10,1200,1250,x,wiped,34.0,10.0,10,0,0.836,0.000,1227,7076
3,0,4,armjanus,corwolv,0,west,0,5,7,1200,1190,x,wiped,21.0,13.0,5,0,0.384,0.000,3344,5709
3,0,5,armham,corwolv,1,east,0,9,7,1170,1190,x,wiped,24.0,12.0,7,0,0.355,0.000,6377,5836
2,0,10,corgator,corraid,5,east,0,10,5,1200,1175,y,wiped,32.5,8.0,0,2,0.000,0.129,9019,9045
2,1,11,armwar,armllt,4,west,0,5,16,1350,1360,x,wiped,41.0,17.0,3,0,0.491,0.000,4101,10421
3,1,5,corak,corak,7,east,1,28,28,1204,1204,y,wiped,34.5,7.5,0,3,0.000,0.057,8319,7832
3,0,6,armjeth,corgator,5,east,0,10,10,1250,1200,y,wiped,20.5,8.0,0,10,0.000,0.948,6457,441
2,1,12,armflea,corllt,4,west,0,56,13,1176,1170,y,wiped,17.0,7.0,0,9,0.000,0.445,5032,4926
2,0,11,corthud,armart,2,west,1,9,9,1260,1215,x,wiped,24.0,10.0,9,0,0.561,0.000,4574,5895
3,1,6,armrock,armjanus,3,east,1,10,5,1200,1200,y,wiped,26.5,10.5,0,4,0.000,0.266,8486,3928
3,0,7,armpw,corraid,6,west,1,26,6,1404,1410,y,wiped,21.0,7.5,0,6,0.000,0.452,11060,6822
3,1,7,armwar,armjanus,7,east,1,5,6,1350,1440,y,wiped,27.0,9.5,0,3,0.000,0.366,8445,4074
3,0,8,armjanus,armllt,6,west,1,5,14,1200,1190,x,wiped,34.0,16.0,2,0,0.333,0.000,3480,10407
2,0,12,armjeth,armjeth,7,east,1,10,10,1250,1250,draw,stalemate,60.0,,10,10,1.000,1.000,0,0
3,1,8,armpw,armpw,5,east,0,22,22,1188,1188,y,wiped,25.0,7.0,0,5,0.000,0.110,8500,7594
2,1,13,corcrash,corllt,0,west,0,10,14,1250,1260,y,wiped,63.0,13.5,0,14,0.000,1.000,6485,0
2,0,13,armrock,armflash,7,east,1,10,11,1200,1210,y,wiped,22.5,7.5,0,7,0.000,0.305,7488,5942
3,1,9,armwar,corak,3,east,1,4,25,1080,1075,x,wiped,20.5,8.0,4,0,0.449,0.000,3638,7410
3,0,9,armjeth,armfav,7,east,1,10,40,1250,1240,y,wiped,32.5,6.5,0,34,0.000,0.715,6339,1292
2,1,14,armart,corwolv,7,east,1,10,8,1350,1360,y,wiped,42.5,14.5,0,1,0.000,0.025,7419,6759
2,0,14,corak,armfav,4,west,0,28,39,1204,1209,x,wiped,9.5,4.5,26,0,0.626,0.000,3061,4376
3,0,10,armjeth,armflash,4,west,0,7,8,875,880,y,wiped,22.5,8.0,0,8,0.000,0.972,4450,176
2,1,15,armart,corlevlr,4,west,0,8,5,1080,1100,y,wiped,14.5,11.0,0,5,0.000,1.000,5587,0
2,0,15,armflea,armflash,6,west,1,58,11,1218,1210,y,wiped,12.0,5.0,0,10,0.000,0.387,3855,5121
3,1,10,armwar,corstorm,3,east,1,4,10,1080,1100,y,wiped,78.5,9.5,0,1,0.000,0.100,6969,6950
2,1,16,armflash,corraid,5,east,0,11,5,1210,1175,y,wiped,29.0,6.5,0,2,0.000,0.132,8949,8990
2,0,16,armham,armflash,6,west,1,11,13,1430,1430,x,wiped,34.5,7.5,3,0,0.108,0.000,10233,10510
3,1,11,armham,armwar,1,east,0,10,5,1300,1350,y,wiped,34.0,9.0,0,2,0.000,0.109,10566,7447
3,0,11,armart,corllt,4,west,0,8,12,1080,1080,y,wiped,75.0,14.5,0,5,0.000,0.132,5128,7778
2,1,17,armfav,corgator,2,west,1,39,10,1209,1200,y,wiped,12.5,5.5,0,10,0.000,0.542,4732,3872
2,0,17,armflea,armllt,6,west,1,57,14,1197,1190,y,wiped,16.5,7.0,0,11,0.000,0.531,4873,4237
3,1,12,armflash,armjanus,0,west,0,11,5,1210,1200,y,wiped,16.0,8.0,0,5,0.000,0.488,9536,2787
3,0,12,armham,cormist,7,east,1,6,5,780,775,x,wiped,27.0,7.5,6,0,0.628,0.000,2286,4692
2,0,18,armflash,corfav,4,west,0,11,47,1210,1222,x,wiped,12.5,5.0,11,0,0.471,0.000,4375,4612
2,1,18,armjanus,cormist,7,east,1,5,8,1200,1240,x,wiped,28.0,8.5,5,0,0.518,0.000,2602,8301
3,1,13,corthud,corgator,4,west,0,6,7,840,840,y,wiped,27.0,8.0,0,5,0.000,0.088,6940,5543
3,0,13,armrock,corlevlr,2,west,1,11,6,1320,1320,y,wiped,19.5,10.5,0,6,0.000,0.774,9114,2000
2,0,19,armwar,armflash,6,west,1,4,10,1080,1100,x,wiped,16.5,6.5,4,0,0.352,0.000,4257,7642
2,1,19,armpw,corgator,5,east,0,20,9,1080,1080,y,wiped,22.5,6.0,0,7,0.000,0.330,7869,5103
3,1,14,armwar,armflash,7,east,1,4,10,1080,1100,x,wiped,19.0,6.5,4,0,0.205,0.000,5230,7656
2,0,20,corlevlr,corfav,5,east,0,5,42,1100,1092,x,wiped,10.0,5.5,5,0,0.820,0.000,1294,7095
3,0,14,armwar,armstump,1,east,0,5,6,1350,1350,x,wiped,26.5,7.5,4,0,0.293,0.000,5828,11187
2,1,20,corthud,armfav,1,east,0,9,41,1260,1271,x,wiped,14.0,5.5,9,0,0.680,0.000,3307,6943
3,0,15,corgator,corfav,6,west,1,10,46,1200,1196,x,wiped,12.0,5.0,10,0,0.548,0.000,3833,4796
3,1,15,corstorm,corgator,5,east,0,11,10,1210,1200,y,wiped,41.5,8.0,0,3,0.000,0.130,8633,7933
2,1,21,corgator,corwolv,4,west,0,10,7,1200,1190,x,wiped,19.0,8.0,10,0,0.491,0.000,4358,5375
2,0,21,armrock,corstorm,2,west,1,10,11,1200,1210,y,wiped,42.0,10.0,0,3,0.000,0.234,7882,6884
3,0,16,corak,corllt,6,west,1,27,13,1161,1170,y,wiped,29.5,9.5,0,4,0.000,0.121,8499,7703
3,1,16,armjanus,corwolv,3,east,1,5,7,1200,1190,x,wiped,19.5,12.0,5,0,0.484,0.000,2811,6059
2,1,22,armrock,armjeth,1,east,0,10,10,1200,1250,x,wiped,24.5,9.0,10,0,0.701,0.000,2283,6824
3,0,17,corgator,corlevlr,6,west,1,11,6,1320,1320,y,wiped,12.0,8.5,0,6,0.000,0.980,9840,181
2,0,22,armflash,armstump,1,east,0,10,5,1100,1125,y,wiped,39.5,7.0,0,1,0.000,0.035,8235,9030
2,1,23,armflash,cormist,4,west,0,7,5,770,775,x,wiped,17.5,6.5,7,0,0.614,0.000,2021,4396
3,1,17,armflea,armflea,2,west,1,57,57,1197,1197,y,wiped,24.0,4.5,0,5,0.000,0.065,3808,3536
2,0,23,corlevlr,corllt,2,west,1,5,12,1100,1080,x,wiped,27.5,19.0,4,0,0.585,0.000,2936,8727
2,1,24,armstump,armfav,2,west,1,5,36,1125,1116,x,wiped,21.5,5.0,3,0,0.387,0.000,5789,6478
3,1,18,armrock,corfav,4,west,0,10,46,1200,1196,x,wiped,24.0,5.5,4,0,0.240,0.000,5691,7491
3,0,18,armjeth,armart,4,west,0,10,9,1250,1215,y,wiped,46.0,18.0,0,4,0.000,0.197,7248,4897
3,1,19,armham,armart,3,east,1,9,9,1170,1215,x,wiped,24.0,10.5,9,0,0.520,0.000,4574,6166
3,0,19,corak,armflash,3,east,1,28,11,1204,1210,y,wiped,21.0,5.5,0,8,0.000,0.347,8190,5447
2,0,24,armjanus,armllt,0,west,0,5,14,1200,1190,x,wiped,32.5,14.5,2,0,0.332,0.000,3511,10405
2,1,25,corwolv,cormist,4,west,0,8,9,1360,1395,x,wiped,38.0,8.5,4,0,0.094,0.000,5701,8712
3,1,20,corak,armfav,2,west,1,28,39,1204,1209,x,wiped,10.0,4.5,25,0,0.552,0.000,3668,4447
2,0,25,armjanus,armart,5,east,0,5,9,1200,1215,x,wiped,26.0,11.0,4,0,0.362,0.000,3504,6458
2,1,26,armstump,corwolv,0,west,0,6,8,1350,1360,x,wiped,24.0,9.5,6,0,0.443,0.000,6242,6426
3,0,20,corthud,armllt,0,west,0,9,15,1260,1275,x,wiped,32.5,16.0,7,0,0.657,0.000,3441,10446
3,1,21,corak,corthud,6,west,1,26,8,1118,1120,y,wiped,23.5,8.0,0,7,0.000,0.439,8586,5163
2,0,26,armpw,cormist,0,west,0,23,8,1242,1240,x,wiped,28.5,6.5,9,0,0.171,0.000,7537,7123
3,0,21,armwar,corlevlr,7,east,1,4,5,1080,1100,y,wiped,17.0,10.5,0,5,0.000,0.652,6759,2533
2,1,27,corstorm,cormist,7,east,1,7,5,770,775,x,wiped,31.5,8.0,7,0,0.503,0.000,2649,4715
2,0,27,armjanus,armfav,6,west,1,5,39,1200,1209,x,wiped,13.5,5.5,5,0,0.551,0.000,2421,9607
3,1,22,armart,armart,1,east,0,9,9,1215,1215,x,wiped,61.0,14.5,1,0,0.035,0.000,6083,6523
2,1,28,corcrash,armfav,2,west,1,10,40,1250,1240,y,wiped,33.5,5.0,0,40,0.000,0.833,6431,717
2,0,28,armfav,corraid,7,east,1,38,5,1178,1175,y,wiped,18.5,5.0,0,5,0.000,0.367,6215,6594
3,0,22,armjeth,armjeth,3,east,1,10,10,1250,1250,draw,stalemate,60.0,,10,10,1.000,1.000,0,0
3,1,23,corgator,armllt,1,east,0,10,14,1200,1190,x,wiped,24.5,10.0,6,0,0.567,0.000,3609,9079
3,0,23,armfav,corraid,4,west,0,38,5,1178,1175,y,wiped,19.5,5.5,0,5,0.000,0.358,6077,6635
2,1,29,corstorm,armjanus,6,west,1,11,5,1210,1200,x,wiped,30.0,10.5,4,0,0.119,0.000,7998,5540
2,0,29,cormist,corfav,5,east,0,8,48,1240,1248,y,wiped,27.5,5.0,0,8,0.000,0.093,7138,5065
3,1,24,armflea,armart,0,west,0,58,9,1218,1215,x,wiped,16.5,6.0,34,0,0.337,0.000,2804,5634
3,0,24,corgator,armllt,3,east,1,10,14,1200,1190,x,wiped,28.0,10.5,5,0,0.498,0.000,4215,9122
2,1,30,corak,corcrash,4,west,0,29,10,1247,1250,x,wiped,14.0,7.0,29,0,0.939,0.000,512,6486
2,0,30,armwar,corak,5,east,0,4,25,1080,1075,x,wiped,20.5,6.5,4,0,0.569,0.000,2839,7345
3,1,25,armpw,armllt,5,east,0,22,14,1188,1190,y,wiped,25.0,10.0,0,6,0.000,0.196,9420,7338
3,0,25,corak,corraid,2,west,1,33,6,1419,1410,y,wiped,26.5,7.0,0,5,0.000,0.401,11020,7485
2,1,31,corak,armllt,0,west,0,28,14,1204,1190,y,wiped,24.5,9.0,0,7,0.000,0.250,8853,6909
2,0,31,armstump,corgator,1,east,0,6,11,1350,1320,x,wiped,27.5,7.0,4,0,0.207,0.000,8861,9806
3,1,26,armham,corllt,6,west,1,9,13,1170,1170,x,wiped,35.5,15.0,6,0,0.607,0.000,3585,9430
3,0,26,corthud,corgator,3,east,1,6,7,840,840,x,wiped,26.0,8.0,4,0,0.210,0.000,5425,6275
2,1,32,corcrash,armjanus,5,east,0,10,5,1250,1200,y,wiped,18.0,10.0,0,5,0.000,0.662,7556,1831
2,0,32,armfav,cormist,7,east,1,40,8,1240,1240,y,wiped,32.0,4.5,0,3,0.000,0.278,5351,5184
3,0,27,armpw,armwar,4,west,0,20,4,1080,1080,y,wiped,20.0,6.5,0,4,0.000,0.313,7793,4537
2,1,33,corak,armart,3,east,1,28,9,1204,1215,x,wiped,23.0,7.5,21,0,0.359,0.000,5612,5733
3,1,27,armwar,corstorm,1,east,0,4,10,1080,1100,y,wiped,62.0,9.0,0,1,0.000,0.031,6933,7539
2,0,33,armstump,corlevlr,0,west,0,5,5,1125,1100,y,wiped,16.0,9.0,0,4,0.000,0.772,9630,1732
2,1,34,corak,corstorm,1,east,0,28,11,1204,1210,y,wiped,25.5,7.5,0,6,0.000,0.390,9849,5243
2,0,34,armfav,corllt,2,west,1,38,13,1178,1170,y,wiped,12.5,5.5,0,11,0.000,0.606,5629,3485
3,0,28,armwar,corstorm,0,west,0,4,10,1080,1100,x,wiped,50.0,9.0,2,0,0.021,0.000,6523,7850
3,1,28,corthud,armjanus,7,east,1,10,6,1400,1440,x,wiped,35.0,10.0,2,0,0.094,0.000,12022,6784
3,0,29,armart,corgator,0,west,0,8,9,1080,1080,y,wiped,17.5,8.0,0,9,0.000,0.400,5055,4707
2,0,35,armart,corlevlr,2,west,1,8,5,1080,1100,y,wiped,14.5,10.5,0,5,0.000,1.000,5715,0
2,1,35,armham,armflash,3,east,1,11,13,1430,1430,x,wiped,22.5,7.5,5,0,0.384,0.000,7062,10090
3,1,29,corthud,corgator,7,east,1,6,7,840,840,y,wiped,29.0,8.0,0,2,0.000,0.062,6945,5959
3,0,30,armham,armfav,1,east,0,9,38,1170,1178,x,wiped,15.0,5.5,8,0,0.492,0.000,4788,6164
2,1,36,armart,armfav,0,west,0,9,39,1215,1209,y,wiped,21.5,5.5,0,13,0.000,0.184,5915,5058
3,1,30,armrock,armjanus,1,east,0,10,5,1200,1200,y,wiped,26.0,10.0,0,4,0.000,0.384,8739,3357
2,0,36,corstorm,corstorm,0,west,0,11,11,1210,1210,x,wiped,44.0,9.0,4,0,0.213,0.000,7035,9498
3,0,31,armart,cormist,5,east,0,8,7,1080,1085,x,wiped,45.5,8.0,2,0,0.106,0.000,4732,6640
2,1,37,corraid,corllt,4,west,0,5,13,1175,1170,x,wiped,39.0,11.0,4,0,0.550,0.000,4562,9422
3,1,31,corlevlr,corllt,4,west,0,5,12,1100,1080,x,wiped,30.5,19.5,3,0,0.538,0.000,3286,8643
2,0,37,corstorm,corcrash,6,west,1,8,7,880,875,x,wiped,23.0,9.5,8,0,0.781,0.000,1364,4949
3,0,32,armflash,corllt,7,east,1,9,11,990,990,x,wiped,32.0,9.0,3,0,0.178,0.000,5511,7519
3,1,32,corak,corgator,3,east,1,28,10,1204,1200,y,wiped,28.5,7.0,0,6,0.000,0.265,8413,6319
2,1,38,armflea,corcrash,6,west,1,59,10,1239,1250,x,wiped,26.5,6.0,40,0,0.475,0.000,2033,6447
2,0,38,armham,corllt,4,west,0,9,13,1170,1170,x,wiped,35.5,15.0,6,0,0.594,0.000,3719,9361
3,0,33,armrock,armfav,4,west,0,10,39,1200,1209,x,wiped,25.5,5.5,3,0,0.120,0.000,6624,7410
3,1,33,armjeth,corthud,4,west,0,10,9,1250,1260,y,wiped,24.5,9.0,0,9,0.000,0.872,6970,1341
